Unnamed: 0.1,시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
3078,2022,전북,20R,서울(A),2,김문환,DF,95,94,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,48,39,81,0,19,12,63,15,15,100.0,14,12,85.7,11,9,81.8,7,5,71.4,30,25,83.3,3,1,33.3,15,10,66.7,30,28,93.3,2,0,0.0,1,2,2,100.0,0,0,0.0,2,0,0.0,1,3,3,3,4,0,0,0,0,0,2022,서울(A),2,right,RB,정발
3079,2022,전북,20R,서울(A),3,홍정호,DF,26,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,39,91,0,26,23,89,2,2,100.0,15,14,93.3,0,0,0.0,28,26,92.9,15,13,86.7,7,4,57.1,20,20,100.0,16,15,93.8,0,0,0.0,0,2,2,100.0,5,3,60.0,0,0,0.0,6,2,3,0,3,0,0,1,0,0,2022,서울(A),3,right,CB2,정발
3080,2022,전북,20R,서울(A),4,김진수,DF,23,94,0,0,1,0,0,1,1,0,1,3,0,9,1,0,0,38,30,79,0,16,9,56,11,11,100.0,11,10,90.9,5,4,80.0,7,6,85.7,26,20,76.9,5,2,40.0,14,11,78.6,19,17,89.5,1,0,0.0,0,1,1,100.0,1,0,0.0,2,2,100.0,4,2,5,5,3,0,1,1,0,0,2022,서울(A),4,left,LB,정발
3081,2022,전북,20R,서울(A),5,박진섭,DF,4,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,38,88,0,15,10,67,7,7,100.0,21,21,100.0,2,0,0.0,24,21,87.5,17,17,100.0,11,9,81.8,25,24,96.0,7,5,71.4,0,0,0.0,0,2,1,50.0,4,3,75.0,2,1,50.0,3,6,2,2,2,0,1,1,0,0,2022,서울(A),5,right,CB1,정발x
3096,2022,전북,21R,인천(H),2,김문환,DF,95,97,0,0,1,0,1,0,1,0,0,0,0,6,0,0,0,54,46,85,0,24,17,71,12,12,100.0,18,17,94.4,7,5,71.4,18,14,77.8,29,27,93.1,5,3,60.0,12,11,91.7,37,32,86.5,1,0,0.0,1,3,2,66.7,3,2,66.7,3,2,66.7,4,4,2,4,5,1,0,1,0,0,2022,인천(H),2,right,RB,정발
3097,2022,전북,21R,인천(H),3,윤영선,DF,5,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,74,70,95,0,45,42,93,5,5,100.0,24,23,95.8,1,0,0.0,42,42,100.0,31,28,90.3,5,3,60.0,37,36,97.3,32,31,96.9,0,0,0.0,0,4,0,0.0,3,2,66.7,5,0,0.0,6,2,0,3,0,0,0,0,0,0,2022,인천(H),3,right,CB2,정발
3098,2022,전북,21R,인천(H),4,김진수,DF,23,97,1,0,1,1,0,0,0,1,0,1,0,6,2,2,100,60,53,88,1,22,16,73,21,21,100.0,17,16,94.1,10,8,80.0,9,8,88.9,41,37,90.2,8,4,50.0,22,21,95.4,30,28,93.3,5,3,60.0,0,3,3,100.0,1,0,0.0,5,2,40.0,1,1,2,4,1,1,2,1,0,0,2022,인천(H),4,left,LB,정발
3099,2022,전북,21R,인천(H),5,박진섭,DF,4,97,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,70,65,93,0,32,27,84,5,5,100.0,33,33,100.0,2,1,50.0,37,35,94.6,31,29,93.6,7,4,57.1,41,40,97.6,22,21,95.4,0,0,0.0,0,5,3,60.0,4,4,100.0,2,0,0.0,4,6,4,3,2,0,2,0,0,0,2022,인천(H),5,right,CB1,정발x
3114,2022,전북,22R,성남(H),2,박진섭,DF,4,97,1,0,1,1,0,0,1,0,0,3,0,0,0,0,0,58,53,91,0,26,22,85,2,2,100.0,30,29,96.7,0,0,0.0,15,13,86.7,43,40,93.0,12,7,58.3,23,23,100.0,23,23,100.0,0,0,0.0,0,4,2,50.0,3,3,100.0,1,1,100.0,11,3,3,1,0,0,0,0,0,0,2022,성남(H),2,right,CB2,정발
3115,2022,전북,22R,성남(H),3,윤영선,DF,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,93,0,25,22,88,3,3,100.0,17,17,100.0,1,1,100.0,18,16,88.9,26,25,96.2,1,0,0.0,23,21,91.3,21,21,100.0,0,0,0.0,0,3,2,66.7,6,6,100.0,1,0,0.0,8,3,3,1,3,1,2,0,0,0,2022,성남(H),3,right,CB1,정발x
3116,2022,전북,22R,성남(H),4,김진수,DF,23,97,0,0,1,0,0,1,0,1,0,0,0,14,1,0,0,38,35,92,1,21,18,86,11,11,100.0,6,6,100.0,13,11,84.6,6,6,100.0,19,18,94.7,5,4,80.0,17,17,100.0,16,14,87.5,4,1,25.0,0,4,1,25.0,0,0,0.0,1,0,0.0,1,1,1,2,1,1,1,0,0,0,2022,성남(H),4,left,LB,정발
3117,2022,전북,22R,성남(H),5,최철순,DF,25,58,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,33,27,82,0,10,5,50,12,12,100.0,11,10,90.9,2,2,100.0,3,1,33.3,28,24,85.7,3,1,33.3,11,10,90.9,19,16,84.2,1,1,100.0,0,2,1,50.0,1,1,100.0,2,1,50.0,1,0,1,2,3,1,0,2,0,0,2022,성남(H),5,right,RB,정발
3132,2022,전북,23R,포항(H),2,윤영선,DF,5,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,47,96,0,20,18,90,9,9,100.0,20,20,100.0,0,0,0.0,22,21,95.4,27,26,96.3,5,4,80.0,27,26,96.3,17,17,100.0,0,0,0.0,0,3,1,33.3,7,2,28.6,0,0,0.0,10,3,1,1,5,0,0,0,0,0,2022,포항(H),2,right,CB1,정발x
3133,2022,전북,23R,포항(H),3,구자룡,DF,15,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,43,88,0,18,12,67,4,4,100.0,27,27,100.0,0,0,0.0,27,22,81.5,22,21,95.4,6,3,50.0,27,25,92.6,16,15,93.8,0,0,0.0,0,1,1,100.0,2,2,100.0,1,0,0.0,3,6,2,2,2,0,1,0,0,0,2022,포항(H),3,right,CB2,정발
3134,2022,전북,23R,포항(H),4,박진성,DF,33,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,77,0,7,4,57,3,3,100.0,3,3,100.0,1,1,100.0,10,7,70.0,2,2,100.0,1,1,100.0,4,4,100.0,8,5,62.5,0,0,0.0,0,2,1,50.0,3,3,100.0,0,0,0.0,2,5,2,2,1,0,0,0,0,0,2022,포항(H),4,left,LB,정발x
3135,2022,전북,23R,포항(H),5,김문환,DF,95,98,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,62,53,85,1,27,20,74,19,19,100.0,16,14,87.5,20,17,85.0,15,13,86.7,27,23,85.2,4,1,25.0,18,15,83.3,40,37,92.5,0,0,0.0,0,2,1,50.0,4,2,50.0,5,1,20.0,3,2,2,9,2,2,0,0,0,0,2022,포항(H),5,right,RB,정발
3150,2022,전북,24R,수원FC(A),2,김진수,DF,23,98,0,0,2,1,0,1,0,2,1,1,0,4,1,0,0,44,32,73,1,21,14,67,7,7,100.0,16,11,68.8,9,5,55.6,14,9,64.3,21,18,85.7,5,3,60.0,11,7,63.6,28,22,78.6,8,1,12.5,0,2,1,50.0,6,2,33.3,1,1,100.0,3,4,1,10,3,0,0,1,0,0,2022,수원FC(A),2,left,LB,정발
3151,2022,전북,24R,수원FC(A),3,김문환,DF,95,98,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,43,40,93,1,7,5,71,9,9,100.0,27,26,96.3,13,12,92.3,8,7,87.5,22,21,95.4,0,0,0.0,19,16,84.2,24,24,100.0,2,0,0.0,0,0,0,0.0,2,0,0.0,0,0,0.0,2,4,1,2,3,0,0,0,1,0,2022,수원FC(A),3,right,RB,정발
3152,2022,전북,24R,수원FC(A),4,박진섭,DF,4,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,42,93,0,9,7,78,3,3,100.0,33,32,97.0,1,1,100.0,25,23,92.0,19,18,94.7,12,10,83.3,20,19,95.0,13,13,100.0,0,0,0.0,0,6,2,33.3,11,6,54.6,2,0,0.0,12,2,3,3,2,0,1,1,0,0,2022,수원FC(A),4,right,CB2,정발
3153,2022,전북,24R,수원FC(A),5,윤영선,DF,5,98,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,53,46,87,0,21,16,76,0,0,0.0,32,30,93.8,0,0,0.0,32,30,93.8,21,16,76.2,8,6,75.0,32,28,87.5,13,12,92.3,0,0,0.0,0,1,0,0.0,6,5,83.3,1,0,0.0,7,1,1,5,6,0,0,1,0,0,2022,수원FC(A),5,right,CB1,정발x
3168,2022,전북,25R,제주(H),2,박진성,DF,33,45,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,16,13,81,0,8,6,75,2,2,100.0,6,5,83.3,3,2,66.7,4,2,50.0,9,9,100.0,0,0,0.0,9,6,66.7,7,7,100.0,1,0,0.0,0,1,1,100.0,2,2,100.0,2,2,100.0,1,3,0,1,1,1,1,0,0,0,2022,제주(H),2,left,LB,정발x
3169,2022,전북,25R,제주(H),3,박진섭,DF,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,92,0,17,15,88,3,3,100.0,31,29,93.6,0,0,0.0,28,27,96.4,23,20,87.0,19,15,79.0,23,23,100.0,9,9,100.0,0,0,0.0,0,1,1,100.0,2,2,100.0,2,1,50.0,3,3,3,0,6,0,0,1,0,0,2022,제주(H),3,right,CB2,정발
3170,2022,전북,25R,제주(H),4,윤영선,DF,5,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,39,87,0,14,9,64,0,0,0.0,31,30,96.8,2,1,50.0,22,20,90.9,21,18,85.7,13,12,92.3,17,15,88.2,15,12,80.0,0,0,0.0,0,3,1,33.3,2,1,50.0,1,1,100.0,3,2,2,3,1,0,2,0,0,0,2022,제주(H),4,right,CB1,정발x
3171,2022,전북,25R,제주(H),5,김문환,DF,95,88,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,33,26,79,1,8,3,38,7,7,100.0,18,16,88.9,9,8,88.9,8,7,87.5,16,11,68.8,3,2,66.7,9,8,88.9,21,16,76.2,2,0,0.0,0,1,0,0.0,2,0,0.0,2,0,0.0,2,3,2,6,4,0,2,1,0,0,2022,제주(H),5,right,RB,정발
3186,2022,전북,26R,강원(A),2,윤영선,DF,5,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,63,91,0,19,13,68,0,0,0.0,50,50,100.0,1,1,100.0,21,19,90.5,47,43,91.5,26,24,92.3,26,24,92.3,17,15,88.2,0,0,0.0,0,2,1,50.0,10,6,60.0,1,1,100.0,5,3,1,2,2,0,0,1,0,0,2022,강원(A),2,right,CB1,정발x
3187,2022,전북,26R,강원(A),3,김문환,DF,95,99,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,69,64,93,0,17,14,82,12,12,100.0,40,38,95.0,27,25,92.6,7,6,85.7,35,33,94.3,3,2,66.7,17,15,88.2,49,47,95.9,9,3,33.3,0,1,0,0.0,4,0,0.0,3,0,0.0,2,3,0,3,0,0,1,2,0,0,2022,강원(A),3,right,RB,정발
3188,2022,전북,26R,강원(A),4,박진성,DF,33,82,0,0,2,1,0,1,0,2,0,1,0,7,3,1,33,43,38,88,0,17,13,77,4,4,100.0,22,21,95.4,11,10,90.9,6,4,66.7,26,24,92.3,3,2,66.7,12,11,91.7,28,25,89.3,7,0,0.0,0,1,1,100.0,5,3,60.0,0,0,0.0,1,3,1,4,2,1,3,0,1,0,2022,강원(A),4,left,LB,정발x
3189,2022,전북,26R,강원(A),5,박진섭,DF,4,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71,66,93,0,18,15,83,2,2,100.0,51,49,96.1,1,0,0.0,22,20,90.9,48,46,95.8,38,35,92.1,20,19,95.0,13,12,92.3,0,0,0.0,0,2,1,50.0,13,11,84.6,1,0,0.0,5,6,2,3,7,0,0,0,0,0,2022,강원(A),5,right,CB2,정발
3204,2022,전북,27R,울산(H),2,김문환,DF,95,100,0,0,1,0,1,0,0,1,0,0,0,10,0,0,0,46,41,89,0,13,9,69,5,5,100.0,28,27,96.4,6,6,100.0,10,9,90.0,30,26,86.7,4,3,75.0,11,9,81.8,31,29,93.6,1,0,0.0,0,3,1,33.3,2,2,100.0,2,1,50.0,1,7,2,4,2,0,1,0,0,0,2022,울산(H),2,right,RB,정발
3205,2022,전북,27R,울산(H),3,윤영선,DF,5,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,68,96,0,23,20,87,3,3,100.0,45,45,100.0,0,0,0.0,44,43,97.7,27,25,92.6,16,16,100.0,30,28,93.3,25,24,96.0,0,0,0.0,1,0,0,0.0,4,3,75.0,1,0,0.0,6,7,0,0,1,0,0,1,1,0,2022,울산(H),3,right,CB1,정발x
3206,2022,전북,27R,울산(H),4,김진수,DF,23,100,0,0,3,0,0,3,1,2,0,6,1,8,3,2,67,48,42,88,1,14,9,64,15,15,100.0,19,18,94.7,14,13,92.9,11,8,72.7,23,21,91.3,7,5,71.4,12,10,83.3,29,27,93.1,6,2,33.3,0,4,3,75.0,1,1,100.0,1,0,0.0,2,7,3,2,2,1,1,2,0,0,2022,울산(H),4,left,LB,정발
3207,2022,전북,27R,울산(H),5,박진섭,DF,4,100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,51,46,90,0,7,4,57,2,2,100.0,42,40,95.2,1,0,0.0,32,28,87.5,18,18,100.0,19,18,94.7,26,23,88.5,6,5,83.3,0,0,0.0,0,0,0,0.0,5,4,80.0,0,0,0.0,6,2,3,2,3,0,1,1,1,0,2022,울산(H),5,right,CB2,정발
3222,2022,전북,28R,인천(A),2,윤영선,DF,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,95,0,24,23,96,2,2,100.0,55,52,94.6,1,1,100.0,22,22,100.0,58,54,93.1,12,10,83.3,36,34,94.4,33,33,100.0,0,0,0.0,0,1,1,100.0,2,1,50.0,1,1,100.0,3,3,1,3,3,0,0,0,0,0,2022,인천(A),2,right,CB1,정발x
3223,2022,전북,28R,인천(A),3,김진수,DF,23,99,0,0,1,0,1,0,0,1,0,0,0,7,1,0,0,46,42,91,1,10,6,60,9,9,100.0,27,27,100.0,14,14,100.0,4,4,100.0,28,24,85.7,2,2,100.0,14,10,71.4,30,30,100.0,3,1,33.3,0,2,2,100.0,4,3,75.0,0,0,0.0,1,3,4,2,1,2,0,0,1,0,2022,인천(A),3,left,LB,정발
3224,2022,전북,28R,인천(A),4,김문환,DF,95,99,0,0,1,0,1,0,0,1,0,1,0,6,0,0,0,78,66,85,0,10,5,50,14,14,100.0,54,47,87.0,19,14,73.7,6,5,83.3,53,47,88.7,2,2,100.0,33,29,87.9,43,35,81.4,2,1,50.0,0,1,1,100.0,1,0,0.0,4,1,25.0,1,2,1,7,1,1,1,3,0,0,2022,인천(A),4,right,RB,정발
3225,2022,전북,28R,인천(A),5,박진섭,DF,4,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,96,93,97,0,13,11,85,4,4,100.0,79,78,98.7,1,1,100.0,21,21,100.0,74,71,96.0,32,31,96.9,44,43,97.7,20,19,95.0,3,1,33.3,0,4,3,75.0,3,3,100.0,3,2,66.7,7,4,3,3,2,0,3,0,1,0,2022,인천(A),5,right,CB2,정발
3240,2022,전북,29R,김천(A),2,박진섭,DF,4,95,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,36,33,92,1,8,8,100,0,0,0.0,28,25,89.3,3,1,33.3,16,15,93.8,17,17,100.0,13,13,100.0,14,11,78.6,9,9,100.0,0,0,0.0,1,3,2,66.7,6,5,83.3,4,0,0.0,3,4,4,1,1,0,0,1,0,0,2022,김천(A),2,right,CB2,정발
3241,2022,전북,29R,김천(A),3,윤영선,DF,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,94,0,10,8,80,4,4,100.0,19,19,100.0,0,0,0.0,20,20,100.0,13,11,84.6,7,7,100.0,17,17,100.0,9,7,77.8,0,0,0.0,0,2,1,50.0,3,2,66.7,1,1,100.0,3,2,4,2,4,0,0,0,0,0,2022,김천(A),3,right,CB1,정발x
3242,2022,전북,29R,김천(A),4,박진성,DF,33,92,0,0,1,1,0,0,0,1,0,0,0,6,1,0,0,31,23,74,2,9,7,78,5,4,80.0,17,12,70.6,8,4,50.0,6,5,83.3,17,14,82.4,4,1,25.0,9,5,55.6,18,17,94.4,3,2,66.7,0,3,1,33.3,3,0,0.0,2,0,0.0,1,2,3,5,2,0,0,0,0,0,2022,김천(A),4,left,LB,정발x
3243,2022,전북,29R,김천(A),5,김문환,DF,95,95,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,41,31,76,0,15,8,53,7,7,100.0,19,16,84.2,10,9,90.0,9,5,55.6,22,17,77.3,4,2,50.0,12,9,75.0,25,20,80.0,5,2,40.0,0,3,2,66.7,2,1,50.0,0,0,0.0,0,9,2,4,3,1,0,1,0,0,2022,김천(A),5,right,RB,정발
3258,2022,전북,30R,서울(H),2,박진섭,DF,4,95,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,98,92,94,0,18,12,67,5,5,100.0,75,75,100.0,2,1,50.0,59,56,94.9,37,35,94.6,30,28,93.3,43,41,95.4,25,23,92.0,0,0,0.0,0,3,2,66.7,7,6,85.7,2,0,0.0,5,7,3,3,3,0,2,0,0,0,2022,서울(H),2,right,CB1,정발x
3259,2022,전북,30R,서울(H),3,김진수,DF,23,95,0,0,0,0,0,0,0,0,1,2,0,10,2,0,0,57,52,91,0,11,8,73,20,20,100.0,26,24,92.3,21,19,90.5,14,14,100.0,22,19,86.4,4,3,75.0,19,17,89.5,34,32,94.1,4,0,0.0,0,0,0,0.0,3,1,33.3,2,0,0.0,2,4,2,7,4,0,0,2,0,0,2022,서울(H),3,left,LB,정발
3260,2022,전북,30R,서울(H),4,최철순,DF,25,95,0,0,0,0,0,0,0,0,0,1,0,9,2,1,50,45,37,82,1,17,9,53,6,6,100.0,22,22,100.0,4,3,75.0,16,14,87.5,25,20,80.0,4,3,75.0,17,16,94.1,24,18,75.0,1,0,0.0,0,1,0,0.0,4,3,75.0,2,0,0.0,1,2,0,4,2,0,0,3,0,0,2022,서울(H),4,right,RB,정발
3261,2022,전북,30R,서울(H),5,구자룡,DF,15,95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,58,51,88,0,14,8,57,0,0,0.0,44,43,97.7,1,0,0.0,36,33,91.7,21,18,85.7,16,14,87.5,29,26,89.7,13,11,84.6,0,0,0.0,0,2,0,0.0,4,2,50.0,1,0,0.0,9,2,0,4,2,0,2,3,0,0,2022,서울(H),5,right,CB2,정발
3276,2022,전북,31R,대구(A),2,최철순,DF,25,95,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,59,53,90,1,19,15,79,7,7,100.0,33,31,93.9,18,18,100.0,14,12,85.7,27,23,85.2,3,1,33.3,16,16,100.0,40,36,90.0,2,1,50.0,0,4,1,25.0,5,2,40.0,4,2,50.0,2,3,2,5,5,0,0,1,0,0,2022,대구(A),2,right,RB,정발
3277,2022,전북,31R,대구(A),3,윤영선,DF,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,94,0,7,5,71,2,2,100.0,23,23,100.0,0,0,0.0,22,20,90.9,10,10,100.0,7,6,85.7,15,15,100.0,10,9,90.0,0,0,0.0,0,2,1,50.0,3,2,66.7,2,0,0.0,5,2,1,0,2,0,2,2,0,0,2022,대구(A),3,right,CB1,정발x
3278,2022,전북,31R,대구(A),4,박진섭,DF,4,79,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,53,45,85,0,23,16,70,2,2,100.0,28,27,96.4,0,0,0.0,32,28,87.5,21,17,81.0,12,10,83.3,16,13,81.2,25,22,88.0,0,0,0.0,0,4,2,50.0,5,4,80.0,1,1,100.0,7,6,1,2,0,0,1,1,0,0,2022,대구(A),4,right,CB2,정발
3279,2022,전북,31R,대구(A),5,김진수,DF,23,95,0,1,1,0,0,1,1,0,0,0,0,9,0,0,0,45,37,82,3,20,13,65,12,12,100.0,13,12,92.3,8,7,87.5,10,6,60.0,27,24,88.9,4,2,50.0,18,14,77.8,23,21,91.3,4,3,75.0,0,2,1,50.0,3,1,33.3,3,1,33.3,4,5,2,5,2,1,1,0,0,0,2022,대구(A),5,left,LB,정발
3294,2022,전북,32R,성남(H),2,김진수,DF,23,96,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,52,38,73,2,30,22,73,8,8,100.0,14,8,57.1,16,14,87.5,11,6,54.6,25,18,72.0,7,5,71.4,18,10,55.6,27,23,85.2,3,2,66.7,0,3,3,100.0,4,3,75.0,0,0,0.0,5,6,2,3,1,0,1,0,0,0,2022,성남(H),2,left,LB,정발
3295,2022,전북,32R,성남(H),3,박진섭,DF,4,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,39,34,87,0,14,9,64,2,2,100.0,23,23,100.0,3,2,66.7,21,17,81.0,15,15,100.0,11,8,72.7,19,18,94.7,9,8,88.9,0,0,0.0,0,4,3,75.0,11,7,63.6,4,1,25.0,12,4,3,8,6,0,1,0,0,0,2022,성남(H),3,right,CB2,정발
3296,2022,전북,32R,성남(H),4,최철순,DF,25,82,0,0,1,0,1,0,0,1,0,1,0,21,0,0,0,55,37,67,0,28,14,50,5,4,80.0,22,19,86.4,17,13,76.5,9,5,55.6,29,19,65.5,3,2,66.7,21,14,66.7,31,21,67.7,0,0,0.0,0,4,3,75.0,6,3,50.0,1,0,0.0,4,4,7,5,2,3,0,1,0,0,2022,성남(H),4,right,RB,정발
3297,2022,전북,32R,성남(H),5,윤영선,DF,5,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,22,73,0,8,2,25,2,2,100.0,20,18,90.0,1,0,0.0,18,13,72.2,11,9,81.8,10,7,70.0,14,10,71.4,6,5,83.3,0,0,0.0,0,3,2,66.7,6,4,66.7,1,1,100.0,12,1,1,2,1,1,1,1,0,0,2022,성남(H),5,right,CB1,정발x
3312,2022,전북,33R,수원(A),2,윤영선,DF,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,88,0,10,6,60,2,2,100.0,21,21,100.0,0,0,0.0,11,10,90.9,22,19,86.4,8,8,100.0,16,14,87.5,9,7,77.8,0,0,0.0,0,0,0,0.0,5,3,60.0,0,0,0.0,1,4,0,1,1,0,2,1,1,0,2022,수원(A),2,right,CB1,정발x
3313,2022,전북,33R,수원(A),3,박진섭,DF,4,99,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,72,66,92,0,20,15,75,1,1,100.0,51,50,98.0,0,0,0.0,15,13,86.7,57,53,93.0,17,13,76.5,25,25,100.0,30,28,93.3,0,0,0.0,0,3,2,66.7,9,5,55.6,1,1,100.0,6,5,2,1,1,0,2,1,0,0,2022,수원(A),3,right,CB2,정발
3314,2022,전북,33R,수원(A),4,김진수,DF,23,99,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,61,50,82,0,23,13,57,12,12,100.0,26,25,96.2,12,11,91.7,8,6,75.0,41,33,80.5,4,2,50.0,29,24,82.8,28,24,85.7,1,0,0.0,0,0,0,0.0,3,0,0.0,1,1,100.0,2,4,0,8,7,0,1,2,0,0,2022,수원(A),4,left,LB,정발
3315,2022,전북,33R,수원(A),5,김문환,DF,95,99,0,0,1,1,0,0,1,0,0,1,0,6,0,0,0,60,53,88,2,9,5,56,10,9,90.0,41,39,95.1,21,18,85.7,4,4,100.0,35,31,88.6,1,1,100.0,21,18,85.7,38,34,89.5,4,1,25.0,1,1,0,0.0,1,1,100.0,1,0,0.0,1,0,0,7,3,0,2,1,0,0,2022,수원(A),5,right,RB,정발
3330,2022,전북,34R,포항(H),2,김진수,DF,23,96,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,32,20,63,2,23,12,52,4,4,100.0,5,4,80.0,9,6,66.7,4,3,75.0,19,11,57.9,7,5,71.4,12,8,66.7,13,7,53.8,3,2,66.7,0,5,3,60.0,4,1,25.0,1,0,0.0,4,8,4,6,0,1,2,1,0,0,2022,포항(H),2,left,LB,정발
3331,2022,전북,34R,포항(H),3,홍정호,DF,26,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,37,28,76,0,19,10,53,6,6,100.0,12,12,100.0,0,0,0.0,15,11,73.3,22,17,77.3,11,6,54.6,17,16,94.1,9,6,66.7,0,0,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0,1,7,0,0,1,0,1,2,0,0,2022,포항(H),3,right,CB2,정발
3332,2022,전북,34R,포항(H),4,김문환,DF,95,96,0,1,1,1,0,0,0,1,0,0,0,14,1,0,0,46,40,87,1,21,16,76,15,15,100.0,10,9,90.0,18,14,77.8,10,9,90.0,18,17,94.4,2,1,50.0,17,15,88.2,27,24,88.9,1,1,100.0,1,2,2,100.0,2,0,0.0,4,2,50.0,0,3,0,2,1,0,0,2,0,0,2022,포항(H),4,right,RB,정발
3333,2022,전북,34R,포항(H),5,박진섭,DF,4,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,41,93,1,22,19,86,8,8,100.0,14,14,100.0,1,0,0.0,17,17,100.0,26,24,92.3,8,8,100.0,27,25,92.6,9,8,88.9,0,0,0.0,0,1,1,100.0,8,6,75.0,1,0,0.0,10,2,1,2,4,0,1,2,0,0,2022,포항(H),5,right,CB1,정발x
3348,2022,전북,35R,울산(A),2,최철순,DF,25,103,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,33,25,76,0,20,13,65,8,8,100.0,5,4,80.0,8,6,75.0,9,6,66.7,16,13,81.2,5,3,60.0,12,6,50.0,16,16,100.0,0,0,0.0,0,1,1,100.0,3,0,0.0,1,0,0.0,9,3,1,5,6,1,0,1,0,0,2022,울산(A),2,right,LB,정발x
3349,2022,전북,35R,울산(A),3,김문환,DF,95,103,0,0,2,0,0,2,1,1,0,0,0,3,0,0,0,31,24,77,0,13,8,62,9,9,100.0,9,7,77.8,7,6,85.7,6,4,66.7,18,14,77.8,2,0,0.0,8,5,62.5,21,19,90.5,1,0,0.0,0,2,1,50.0,0,0,0.0,1,0,0.0,5,9,4,6,3,2,0,1,0,0,2022,울산(A),3,right,RB,정발
3350,2022,전북,35R,울산(A),4,박진섭,DF,4,103,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,23,19,83,0,11,7,64,2,2,100.0,10,10,100.0,0,0,0.0,16,13,81.2,7,6,85.7,5,4,80.0,11,9,81.8,7,6,85.7,1,0,0.0,0,6,4,66.7,6,4,66.7,0,0,0.0,17,4,5,5,3,1,2,0,0,0,2022,울산(A),4,right,CB2,정발
