Unnamed: 0.1,시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
1749,2022,포항,22R,제주(H),4,그랜트,DF,5,95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,58,50,86,0,28,22,79,7,7,100.0,23,21,91.3,0,0,0.0,26,21,80.8,32,29,90.6,12,6,50.0,25,24,96.0,21,20,95.2,0,0,0.0,0,2,1,50.0,4,2,50.0,1,0,0.0,3,7,2,8,5,1,0,0,0,0,2022,제주(H),4,,CB1,정발x
1750,2022,포항,22R,제주(H),5,심상민,DF,2,76,0,0,0,0,0,0,0,0,0,0,0,6,1,1,100,45,41,91,0,17,14,82,16,16,100.0,12,11,91.7,11,11,100.0,13,11,84.6,21,19,90.5,5,4,80.0,13,11,84.6,27,26,96.3,4,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,4,1,5,2,1,0,0,0,0,2022,제주(H),5,left,LB,정발
1765,2022,포항,23R,전북(A),2,박찬용,DF,20,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,38,90,0,16,12,75,6,6,100.0,20,20,100.0,0,0,0.0,22,21,95.4,20,17,85.0,6,2,33.3,20,20,100.0,16,16,100.0,0,0,0.0,0,3,2,66.7,4,2,50.0,4,2,50.0,10,4,3,1,3,1,2,0,0,0,2022,전북(A),2,right,CB2,정발x
1766,2022,포항,23R,전북(A),3,완델손,DF,77,98,0,0,2,1,0,1,1,1,0,0,1,7,1,1,100,33,28,85,0,11,8,73,13,12,92.3,9,8,88.9,7,5,71.4,5,4,80.0,21,19,90.5,2,0,0.0,15,14,93.3,16,14,87.5,3,0,0.0,0,3,1,33.3,3,1,33.3,2,1,50.0,1,3,5,6,2,4,1,2,1,0,2022,전북(A),3,left,LB,정발
1767,2022,포항,23R,전북(A),4,신광훈,DF,17,98,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,50,36,72,0,26,12,46,15,15,100.0,9,9,100.0,5,4,80.0,12,10,83.3,33,22,66.7,7,2,28.6,16,12,75.0,27,22,81.5,5,0,0.0,0,3,1,33.3,3,0,0.0,3,1,33.3,4,8,2,3,2,1,1,0,0,0,2022,전북(A),4,right,RB,정발
1768,2022,포항,23R,전북(A),5,그랜트,DF,5,98,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,46,39,85,0,21,16,76,3,3,100.0,22,20,90.9,0,0,0.0,19,13,68.4,27,26,96.3,14,9,64.3,18,17,94.4,14,13,92.9,0,0,0.0,0,1,1,100.0,9,6,66.7,0,0,0.0,10,4,3,4,3,0,0,0,0,0,2022,전북(A),5,,CB1,정발x
1783,2022,포항,24R,인천(H),2,박찬용,DF,20,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,65,94,1,14,11,79,2,2,100.0,53,52,98.1,1,1,100.0,25,25,100.0,43,39,90.7,24,24,100.0,26,23,88.5,19,18,94.7,0,0,0.0,0,2,0,0.0,7,5,71.4,0,0,0.0,9,5,1,6,2,1,1,0,0,0,2022,인천(H),2,right,CB2,정발x
1784,2022,포항,24R,인천(H),3,완델손,DF,77,96,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,78,71,91,0,14,10,71,22,22,100.0,42,39,92.9,32,30,93.8,6,5,83.3,40,36,90.0,7,3,42.9,20,18,90.0,51,50,98.0,6,0,0.0,0,1,1,100.0,3,3,100.0,2,2,100.0,0,4,1,5,2,2,4,3,0,0,2022,인천(H),3,left,LB,정발
1785,2022,포항,24R,인천(H),4,그랜트,DF,5,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,69,68,99,0,13,12,92,2,2,100.0,54,54,100.0,3,3,100.0,21,21,100.0,45,44,97.8,28,28,100.0,25,25,100.0,16,15,93.8,0,0,0.0,0,0,0,0.0,4,3,75.0,1,1,100.0,12,3,0,4,3,0,0,0,0,0,2022,인천(H),4,,CB1,정발x
1786,2022,포항,24R,인천(H),5,신광훈,DF,17,96,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,80,69,86,0,15,7,47,14,14,100.0,51,48,94.1,18,17,94.4,11,8,72.7,51,44,86.3,9,6,66.7,44,40,90.9,27,23,85.2,8,1,12.5,0,2,2,100.0,5,2,40.0,2,1,50.0,2,3,4,7,3,2,2,1,0,0,2022,인천(H),5,right,RB,정발
1801,2022,포항,25R,서울(H),2,박승욱,DF,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,100,0,5,5,100,4,4,100.0,37,37,100.0,3,3,100.0,13,13,100.0,30,30,100.0,17,17,100.0,14,14,100.0,15,15,100.0,0,0,0.0,0,4,1,25.0,4,2,50.0,2,1,50.0,2,3,1,5,2,0,0,0,0,0,2022,서울(H),2,right,CB1,정발x
1802,2022,포항,25R,서울(H),3,신광훈,DF,17,96,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,63,53,84,1,19,11,58,7,7,100.0,35,33,94.3,11,8,72.7,17,13,76.5,35,32,91.4,9,8,88.9,17,15,88.2,35,28,80.0,1,0,0.0,0,1,0,0.0,3,3,100.0,2,1,50.0,3,3,1,4,1,0,2,1,0,0,2022,서울(H),3,right,RB,정발
1803,2022,포항,25R,서울(H),4,박찬용,DF,20,101,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,35,33,94,1,6,4,67,0,0,0.0,29,29,100.0,0,0,0.0,10,9,90.0,25,24,96.0,15,13,86.7,15,15,100.0,5,5,100.0,0,0,0.0,0,1,1,100.0,7,6,85.7,0,0,0.0,5,3,2,1,5,0,2,0,0,0,2022,서울(H),4,right,CB2,정발x
1804,2022,포항,25R,서울(H),5,심상민,DF,2,101,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,45,39,87,0,12,7,58,5,5,100.0,28,27,96.4,12,11,91.7,6,3,50.0,27,25,92.6,2,1,50.0,17,14,82.4,26,24,92.3,8,0,0.0,0,2,2,100.0,1,1,100.0,2,1,50.0,0,1,0,0,2,0,0,0,0,0,2022,서울(H),5,left,LB,정발
1819,2022,포항,26R,김천(A),2,박승욱,DF,14,96,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,71,64,90,1,12,9,75,6,6,100.0,53,49,92.4,24,21,87.5,19,18,94.7,28,25,89.3,13,11,84.6,25,23,92.0,33,30,90.9,1,0,0.0,0,5,2,40.0,3,3,100.0,4,1,25.0,1,6,2,3,1,1,0,1,0,0,2022,김천(A),2,right,RB,정발
1820,2022,포항,26R,김천(A),3,그랜트,DF,5,47,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,43,42,98,0,9,9,100,1,1,100.0,33,32,97.0,0,0,0.0,12,12,100.0,31,30,96.8,15,14,93.3,9,9,100.0,19,19,100.0,1,1,100.0,0,0,0,0.0,5,4,80.0,0,0,0.0,2,6,0,1,3,0,1,0,1,0,2022,김천(A),3,,CB1,정발x
1821,2022,포항,26R,김천(A),4,박찬용,DF,20,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,55,92,0,15,12,80,2,2,100.0,43,41,95.4,1,1,100.0,24,23,95.8,35,31,88.6,19,16,84.2,29,27,93.1,12,12,100.0,0,0,0.0,0,3,2,66.7,2,1,50.0,3,1,33.3,2,5,2,3,2,0,0,0,0,0,2022,김천(A),4,right,CB2,정발x
1822,2022,포항,26R,김천(A),5,심상민,DF,2,96,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,63,60,95,0,14,13,93,10,10,100.0,39,37,94.9,21,20,95.2,10,8,80.0,32,32,100.0,2,2,100.0,25,24,96.0,36,34,94.4,2,0,0.0,0,0,0,0.0,1,0,0.0,2,1,50.0,2,0,2,4,0,0,0,1,0,0,2022,김천(A),5,left,LB,정발
1837,2022,포항,27R,강원(H),2,그랜트,DF,5,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,37,77,0,18,7,39,2,2,100.0,28,28,100.0,0,0,0.0,25,16,64.0,23,21,91.3,15,14,93.3,17,10,58.8,16,13,81.2,0,0,0.0,0,0,0,0.0,8,7,87.5,0,0,0.0,6,6,2,4,6,0,0,0,0,0,2022,강원(H),2,,CB1,정발x
1838,2022,포항,27R,강원(H),3,박찬용,DF,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,91,1,9,5,56,3,3,100.0,43,42,97.7,0,0,0.0,27,24,88.9,28,26,92.9,17,13,76.5,28,27,96.4,10,10,100.0,0,0,0.0,0,2,2,100.0,2,2,100.0,1,1,100.0,11,4,2,1,2,0,1,0,0,0,2022,강원(H),3,right,CB2,정발x
1839,2022,포항,27R,강원(H),4,신광훈,DF,17,97,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,69,62,90,0,24,19,79,9,9,100.0,36,34,94.4,10,8,80.0,25,21,84.0,34,33,97.1,8,7,87.5,24,21,87.5,37,34,91.9,4,0,0.0,2,2,0,0.0,2,1,50.0,3,2,66.7,1,3,2,5,1,0,0,3,0,0,2022,강원(H),4,right,LB,정발x
1840,2022,포항,27R,강원(H),5,박승욱,DF,14,97,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,53,47,89,0,16,14,88,2,2,100.0,35,31,88.6,6,5,83.3,21,17,81.0,26,25,96.2,12,10,83.3,10,10,100.0,31,27,87.1,1,0,0.0,0,2,2,100.0,3,2,66.7,4,1,25.0,0,2,6,4,3,0,0,2,0,0,2022,강원(H),5,right,RB,정발
1855,2022,포항,28R,제주(A),2,그랜트,DF,5,95,0,0,0,0,0,0,0,0,0,2,0,0,1,1,100,63,58,92,0,14,10,71,1,1,100.0,48,47,97.9,0,0,0.0,22,21,95.4,41,37,90.2,23,22,95.6,24,22,91.7,16,14,87.5,0,0,0.0,0,3,1,33.3,9,6,66.7,1,0,0.0,3,6,2,4,6,1,0,0,0,0,2022,제주(A),2,,CB1,정발x
1856,2022,포항,28R,제주(A),3,신광훈,DF,17,47,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,17,77,0,8,4,50,3,3,100.0,11,10,90.9,5,3,60.0,6,4,66.7,11,10,90.9,2,1,50.0,7,5,71.4,13,11,84.6,2,0,0.0,0,0,0,0.0,2,2,100.0,0,0,0.0,2,1,0,1,1,0,0,0,0,0,2022,제주(A),3,right,RB,정발
1857,2022,포항,28R,제주(A),4,박승욱,DF,14,63,0,0,0,0,0,0,0,0,0,1,0,5,1,1,100,39,31,79,0,8,5,63,6,6,100.0,25,20,80.0,6,3,50.0,9,7,77.8,24,21,87.5,5,5,100.0,13,11,84.6,21,15,71.4,2,0,0.0,2,5,4,80.0,6,5,83.3,2,0,0.0,1,2,5,4,3,0,0,1,0,0,2022,제주(A),4,right,LB,정발x
1858,2022,포항,28R,제주(A),5,박찬용,DF,20,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,69,95,0,12,10,83,1,1,100.0,60,58,96.7,1,1,100.0,24,22,91.7,48,46,95.8,11,9,81.8,48,46,95.8,14,14,100.0,0,0,0.0,0,4,1,25.0,4,3,75.0,3,0,0.0,7,2,5,1,3,0,2,0,0,0,2022,제주(A),5,right,CB2,정발x
1873,2022,포항,29R,대구(H),2,완델손,DF,77,96,0,0,2,0,0,2,1,1,0,0,0,12,3,3,100,81,69,85,0,22,18,82,18,16,88.9,41,35,85.4,23,18,78.3,11,9,81.8,47,42,89.4,3,1,33.3,25,20,80.0,53,48,90.6,3,0,0.0,0,2,2,100.0,2,1,50.0,5,3,60.0,2,7,5,4,2,0,4,3,0,0,2022,대구(H),2,left,LB,정발
1874,2022,포항,29R,대구(H),3,박찬용,DF,20,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,41,87,0,17,12,71,2,2,100.0,28,27,96.4,0,0,0.0,16,14,87.5,31,27,87.1,14,12,85.7,17,15,88.2,16,14,87.5,0,0,0.0,0,6,5,83.3,4,1,25.0,0,0,0.0,11,4,4,5,3,0,0,0,0,0,2022,대구(H),3,right,CB2,정발x
1875,2022,포항,29R,대구(H),4,그랜트,DF,5,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,48,92,0,13,10,77,0,0,0.0,39,38,97.4,1,1,100.0,24,22,91.7,27,25,92.6,13,10,76.9,26,25,96.2,13,13,100.0,0,0,0.0,0,0,0,0.0,7,5,71.4,1,0,0.0,9,3,2,1,3,0,0,1,0,0,2022,대구(H),4,,CB1,정발x
1876,2022,포항,29R,대구(H),5,신광훈,DF,17,96,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,68,64,94,0,23,21,91,8,8,100.0,37,35,94.6,13,12,92.3,18,16,88.9,37,36,97.3,7,6,85.7,21,19,90.5,40,39,97.5,2,0,0.0,0,1,1,100.0,4,3,75.0,2,2,100.0,6,1,2,8,3,0,3,0,1,0,2022,대구(H),5,right,RB,정발
1891,2022,포항,30R,수원FC(A),2,그랜트,DF,5,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,84,95,0,13,11,85,2,2,100.0,73,71,97.3,0,0,0.0,47,47,100.0,41,37,90.2,34,31,91.2,43,42,97.7,11,11,100.0,0,0,0.0,0,1,0,0.0,11,8,72.7,2,0,0.0,4,5,0,4,8,0,0,0,0,0,2022,수원FC(A),2,,CB1,정발x
1892,2022,포항,30R,수원FC(A),3,박찬용,DF,20,96,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,115,107,93,0,29,23,79,2,2,100.0,84,82,97.6,0,0,0.0,56,54,96.4,59,53,89.8,26,23,88.5,63,60,95.2,26,24,92.3,0,0,0.0,0,3,2,66.7,9,7,77.8,0,0,0.0,3,4,3,2,8,0,0,0,0,0,2022,수원FC(A),3,right,CB2,정발x
1893,2022,포항,30R,수원FC(A),4,심상민,DF,2,96,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,54,52,96,0,11,9,82,6,6,100.0,37,37,100.0,8,8,100.0,14,14,100.0,32,30,93.8,3,3,100.0,17,16,94.1,34,33,97.1,8,0,0.0,0,3,1,33.3,3,1,33.3,0,0,0.0,4,3,1,7,2,2,1,1,0,0,2022,수원FC(A),4,left,LB,정발
1894,2022,포항,30R,수원FC(A),5,완델손,DF,77,96,0,0,1,0,1,0,0,1,0,0,6,12,2,0,0,80,71,89,2,23,18,78,18,17,94.4,39,36,92.3,28,22,78.6,13,13,100.0,39,36,92.3,10,8,80.0,24,22,91.7,46,41,89.1,10,2,20.0,0,5,2,40.0,2,0,0.0,3,1,33.3,1,3,6,4,2,2,0,0,0,0,2022,수원FC(A),5,left,RB,정발x
1909,2022,포항,31R,울산(A),2,그랜트,DF,5,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,43,86,0,15,8,53,0,0,0.0,35,35,100.0,0,0,0.0,34,29,85.3,16,14,87.5,15,13,86.7,23,20,87.0,12,10,83.3,0,0,0.0,0,3,2,66.7,3,3,100.0,2,1,50.0,9,4,5,4,6,0,1,1,0,0,2022,울산(A),2,,CB1,정발x
1910,2022,포항,31R,울산(A),3,완델손,DF,77,97,0,1,0,0,0,0,0,0,0,1,0,8,1,0,0,52,41,79,1,22,12,55,7,7,100.0,23,22,95.6,11,11,100.0,24,17,70.8,17,13,76.5,5,4,80.0,12,10,83.3,35,27,77.1,0,0,0.0,1,1,1,100.0,2,2,100.0,1,1,100.0,2,3,4,1,0,1,1,2,0,0,2022,울산(A),3,left,LB,정발
1911,2022,포항,31R,울산(A),4,하창래,DF,45,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,38,88,0,10,8,80,3,3,100.0,30,27,90.0,0,0,0.0,31,28,90.3,12,10,83.3,15,13,86.7,18,16,88.9,10,9,90.0,0,0,0.0,0,2,2,100.0,4,3,75.0,1,1,100.0,9,3,3,5,2,0,1,1,1,0,2022,울산(A),4,right,CB2,정발x
