시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2023,포항,8R,울산(A),3,하창래,DF,45,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,26,96,0,6,5,83,4,4,100.0,17,17,100.0,1,1,100.0,16,15,93.8,10,10,100.0,9,8,88.9,12,12,100.0,6,6,100.0,0,0,0.0,0,3,2,66.7,7,4,57.1,3,0,0.0,11,3,1,2,3,0,2,0,0,0,2023,울산(A),3,right,RB,정발x
2023,포항,8R,울산(A),4,박승욱,DF,14,99,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36,26,72,1,20,11,55,10,10,100.0,6,5,83.3,6,6,100.0,15,9,60.0,15,11,73.3,8,4,50.0,9,5,55.6,19,17,89.5,1,1,100.0,0,1,1,100.0,3,2,66.7,6,2,33.3,4,3,5,2,1,0,2,2,0,0,2023,울산(A),4,right,LB,정발x
2023,포항,8R,울산(A),5,심상민,DF,2,99,0,1,0,0,0,0,0,0,0,1,0,16,0,0,0,40,35,88,2,23,18,78,14,14,100.0,3,3,100.0,11,11,100.0,8,5,62.5,21,19,90.5,5,4,80.0,14,12,85.7,21,19,90.5,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0,2,3,0,0,0,1,0,2023,울산(A),5,left,CB2,정발x
2023,포항,9R,수원(H),2,하창래,DF,45,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,64,61,95,0,27,24,89,5,5,100.0,32,32,100.0,1,1,100.0,20,18,90.0,43,42,97.7,12,9,75.0,21,21,100.0,31,31,100.0,0,0,0.0,0,0,0,0.0,5,4,80.0,1,1,100.0,7,3,0,5,5,0,3,0,0,0,2023,수원(H),2,right,CB1,정발x
2023,포항,9R,수원(H),3,그랜트,DF,5,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,66,90,0,46,39,85,2,2,100.0,25,25,100.0,2,1,50.0,22,20,90.9,49,45,91.8,13,10,76.9,29,28,96.6,31,28,90.3,1,1,100.0,0,1,0,0.0,11,7,63.6,2,1,50.0,5,9,0,6,5,0,0,2,0,0,2023,수원(H),3,,RB,정발x
2023,포항,9R,수원(H),4,심상민,DF,2,90,0,0,0,0,0,0,0,0,0,1,0,4,2,1,50,53,44,83,0,23,14,61,17,17,100.0,13,13,100.0,12,10,83.3,12,8,66.7,29,26,89.7,7,4,57.1,16,12,75.0,30,28,93.3,6,0,0.0,0,0,0,0.0,3,1,33.3,1,0,0.0,2,5,0,9,0,0,0,2,0,0,2023,수원(H),4,left,LB,정발
2023,포항,9R,수원(H),5,박승욱,DF,14,97,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,60,47,78,0,28,18,64,20,18,90.0,12,11,91.7,16,12,75.0,13,8,61.5,31,27,87.1,2,1,50.0,19,11,57.9,39,35,89.7,2,0,0.0,0,1,1,100.0,5,3,60.0,3,0,0.0,3,3,1,5,0,0,0,1,0,0,2023,수원(H),5,right,CB2,정발
2023,포항,10R,인천(H),2,그랜트,DF,5,100,0,0,2,1,0,1,2,0,0,5,0,1,0,0,0,69,59,86,1,32,23,72,4,4,100.0,33,32,97.0,4,1,25.0,27,26,96.3,38,32,84.2,11,9,81.8,29,26,89.7,29,24,82.8,0,0,0.0,0,0,0,0.0,9,8,88.9,3,3,100.0,8,6,1,4,6,0,1,1,0,0,2023,인천(H),2,,CB1,정발x
2023,포항,10R,인천(H),3,하창래,DF,45,100,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,68,64,94,0,22,19,86,6,6,100.0,40,39,97.5,2,1,50.0,34,33,97.1,32,30,93.8,7,5,71.4,30,30,100.0,31,29,93.6,0,0,0.0,0,0,0,0.0,7,3,42.9,4,0,0.0,7,6,0,3,6,1,1,0,1,0,2023,인천(H),3,right,RB,정발x
2023,포항,10R,인천(H),4,심상민,DF,2,100,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,50,37,74,1,23,13,57,13,13,100.0,14,11,78.6,5,3,60.0,12,9,75.0,33,25,75.8,9,4,44.4,11,7,63.6,30,26,86.7,2,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0.0,1,2,0,5,2,0,1,3,0,0,2023,인천(H),4,left,LB,정발
2023,포항,10R,인천(H),5,김용환,DF,3,49,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,24,86,0,16,12,75,5,5,100.0,7,7,100.0,5,5,100.0,8,7,87.5,15,12,80.0,4,1,25.0,13,13,100.0,11,10,90.9,1,0,0.0,0,1,1,100.0,4,3,75.0,2,0,0.0,2,1,3,4,1,0,0,0,0,0,2023,인천(H),5,,CB2,정발x
2023,포항,11R,제주(A),2,김용환,DF,3,98,0,0,1,0,1,0,0,1,0,0,0,10,0,0,0,57,45,79,2,30,18,60,12,12,100.0,15,15,100.0,5,4,80.0,25,19,76.0,27,22,81.5,6,1,16.7,25,21,84.0,26,23,88.5,6,2,33.3,0,0,0,0.0,0,0,0.0,5,2,40.0,8,5,1,6,0,0,1,2,0,0,2023,제주(A),2,,CB1,정발x
2023,포항,11R,제주(A),3,하창래,DF,45,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,47,92,0,23,21,91,4,4,100.0,24,22,91.7,0,0,0.0,30,28,93.3,21,19,90.5,13,10,76.9,19,19,100.0,19,18,94.7,0,0,0.0,0,2,0,0.0,6,3,50.0,0,0,0.0,8,4,4,2,3,0,1,2,1,0,2023,제주(A),3,right,RB,정발x
2023,포항,11R,제주(A),4,심상민,DF,2,98,0,0,1,1,0,0,1,0,0,0,0,8,0,0,0,57,42,74,0,33,19,58,13,12,92.3,11,11,100.0,8,5,62.5,17,11,64.7,32,26,81.2,14,4,28.6,14,12,85.7,29,26,89.7,5,1,20.0,1,1,0,0.0,2,2,100.0,3,1,33.3,5,2,2,7,1,0,0,1,0,0,2023,제주(A),4,left,LB,정발
2023,포항,11R,제주(A),5,그랜트,DF,5,98,0,0,4,1,1,2,3,1,0,4,0,0,0,0,0,48,45,94,0,21,18,86,4,4,100.0,23,23,100.0,1,0,0.0,20,19,95.0,27,26,96.3,4,3,75.0,24,23,95.8,20,19,95.0,1,0,0.0,0,0,0,0.0,8,5,62.5,1,0,0.0,9,2,4,10,3,1,0,0,0,0,2023,제주(A),5,,CB2,정발x
2023,포항,12R,대구(A),2,그랜트,DF,5,96,1,0,2,1,1,0,1,1,0,3,0,0,0,0,0,69,62,90,0,34,28,82,4,4,100.0,31,30,96.8,3,2,66.7,24,22,91.7,42,38,90.5,9,6,66.7,34,32,94.1,26,24,92.3,0,0,0.0,0,1,0,0.0,8,6,75.0,4,3,75.0,6,6,2,8,4,0,0,0,0,0,2023,대구(A),2,,CB1,정발x
2023,포항,12R,대구(A),3,박찬용,DF,20,96,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,61,59,97,0,34,32,94,1,1,100.0,26,26,100.0,0,0,0.0,25,23,92.0,36,36,100.0,9,8,88.9,33,33,100.0,19,18,94.7,0,0,0.0,0,0,0,0.0,11,7,63.6,0,0,0.0,13,2,3,3,1,1,0,0,0,0,2023,대구(A),3,right,RB,정발x
2023,포항,12R,대구(A),4,심상민,DF,2,96,0,0,1,0,0,1,0,1,0,2,0,11,0,0,0,55,44,80,1,16,5,31,20,20,100.0,19,19,100.0,9,7,77.8,7,5,71.4,39,32,82.0,8,3,37.5,16,13,81.2,31,28,90.3,5,1,20.0,0,1,0,0.0,3,2,66.7,0,0,0.0,5,2,3,5,3,2,0,2,0,0,2023,대구(A),4,left,CB2,정발x
2023,포항,12R,대구(A),5,김용환,DF,3,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,87,68,78,0,44,26,59,14,14,100.0,29,28,96.6,8,7,87.5,21,16,76.2,58,45,77.6,16,6,37.5,33,27,81.8,38,35,92.1,9,0,0.0,0,2,1,50.0,3,0,0.0,3,2,66.7,3,4,1,5,2,1,1,0,0,0,2023,대구(A),5,,LB,정발x
2023,포항,13R,대전(H),2,심상민,DF,2,98,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,67,53,79,2,31,19,61,11,10,90.9,25,24,96.0,12,10,83.3,6,5,83.3,49,38,77.6,6,2,33.3,24,21,87.5,37,30,81.1,4,1,25.0,1,0,0,0.0,1,0,0.0,1,0,0.0,4,8,0,6,2,0,1,0,0,0,2023,대전(H),2,left,CB1,정발
2023,포항,13R,대전(H),3,박찬용,DF,20,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,34,85,0,15,10,67,2,2,100.0,23,22,95.6,1,0,0.0,20,17,85.0,19,17,89.5,5,2,40.0,22,19,86.4,13,13,100.0,0,0,0.0,0,1,1,100.0,7,4,57.1,2,1,50.0,8,7,1,2,3,0,1,0,0,0,2023,대전(H),3,right,RB,정발x
2023,포항,13R,대전(H),4,김용환,DF,3,89,0,0,0,0,0,0,0,0,0,2,0,13,1,1,100,63,48,76,1,34,20,59,15,15,100.0,14,13,92.9,9,7,77.8,16,13,81.2,38,28,73.7,11,7,63.6,22,16,72.7,30,25,83.3,9,2,22.2,0,0,0,0.0,0,0,0.0,0,0,0.0,5,5,0,10,1,0,0,1,0,0,2023,대전(H),4,,CB2,정발x
2023,포항,13R,대전(H),5,그랜트,DF,5,98,1,0,3,3,0,0,3,0,0,2,0,0,0,0,0,48,44,92,0,26,23,89,3,3,100.0,19,18,94.7,1,1,100.0,13,11,84.6,34,32,94.1,6,4,66.7,22,20,90.9,20,20,100.0,0,0,0.0,0,1,1,100.0,15,12,80.0,0,0,0.0,14,5,2,4,0,0,0,1,0,0,2023,대전(H),5,,LB,정발x
2023,포항,14R,강원(A),2,심상민,DF,2,96,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,64,49,77,0,36,22,61,15,15,100.0,13,12,92.3,9,7,77.8,11,6,54.6,44,36,81.8,7,3,42.9,26,17,65.4,31,29,93.6,1,0,0.0,0,1,0,0.0,0,0,0.0,2,2,100.0,5,2,0,8,2,0,1,3,0,0,2023,강원(A),2,left,CB1,정발
2023,포항,14R,강원(A),3,그랜트,DF,5,96,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,78,73,94,0,35,32,91,4,4,100.0,39,37,94.9,1,1,100.0,31,30,96.8,46,42,91.3,13,10,76.9,32,31,96.9,33,32,97.0,0,0,0.0,0,3,2,66.7,13,11,84.6,1,1,100.0,15,11,0,8,1,1,0,1,0,0,2023,강원(A),3,,CB2,정발x
2023,포항,14R,강원(A),4,박찬용,DF,20,96,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,59,52,88,0,24,18,75,2,2,100.0,33,32,97.0,1,1,100.0,27,22,81.5,31,29,93.6,9,6,66.7,33,31,93.9,17,15,88.2,0,0,0.0,0,3,3,100.0,4,4,100.0,0,0,0.0,11,7,3,4,2,0,0,0,0,0,2023,강원(A),4,right,RB,정발x
2023,포항,14R,강원(A),5,신광훈,DF,17,81,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,69,57,83,0,34,23,68,16,16,100.0,19,18,94.7,15,12,80.0,13,11,84.6,41,34,82.9,4,1,25.0,35,29,82.9,30,27,90.0,6,3,50.0,1,1,1,100.0,5,3,60.0,0,0,0.0,3,1,2,7,2,0,1,1,1,0,2023,강원(A),5,right,LB,정발x
2023,포항,15R,전북(H),2,심상민,DF,2,101,0,0,1,0,1,0,1,0,0,0,0,15,1,0,0,48,33,69,1,29,18,62,10,9,90.0,9,6,66.7,13,8,61.5,10,6,60.0,25,19,76.0,5,1,20.0,21,13,61.9,22,19,86.4,2,1,50.0,0,3,0,0.0,1,1,100.0,5,0,0.0,3,5,1,6,3,0,0,1,0,0,2023,전북(H),2,left,CB1,정발
2023,포항,15R,전북(H),3,하창래,DF,45,101,0,0,0,0,0,0,0,0,0,1,0,0,1,1,100,39,34,87,0,17,12,71,2,2,100.0,20,20,100.0,1,0,0.0,17,16,94.1,21,18,85.7,6,3,50.0,17,17,100.0,16,14,87.5,1,0,0.0,0,0,0,0.0,7,3,42.9,1,1,100.0,7,5,1,2,2,0,1,1,0,0,2023,전북(H),3,right,RB,정발x
2023,포항,15R,전북(H),4,박승욱,DF,14,101,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,40,30,75,1,19,10,53,7,7,100.0,14,13,92.9,11,8,72.7,11,5,45.4,18,17,94.4,5,1,20.0,16,12,75.0,19,17,89.5,4,2,50.0,0,3,2,66.7,5,2,40.0,4,0,0.0,1,3,5,3,3,0,1,0,0,0,2023,전북(H),4,right,LB,정발x
2023,포항,15R,전북(H),5,그랜트,DF,5,101,0,0,1,1,0,0,1,0,1,5,0,0,0,0,0,38,32,84,0,20,14,70,5,5,100.0,13,13,100.0,0,0,0.0,19,17,89.5,19,15,79.0,7,6,85.7,19,16,84.2,12,10,83.3,0,0,0.0,0,2,0,0.0,13,8,61.5,3,0,0.0,13,7,2,5,5,0,0,0,0,0,2023,전북(H),5,,CB2,정발x
2023,포항,16R,광주(A),2,심상민,DF,2,51,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,12,75,0,7,3,43,6,6,100.0,3,3,100.0,1,1,100.0,6,4,66.7,9,7,77.8,3,1,33.3,8,6,75.0,5,5,100.0,3,1,33.3,0,0,0,0.0,1,0,0.0,0,0,0.0,2,2,0,0,1,1,0,1,0,0,2023,광주(A),2,left,CB1,정발
2023,포항,16R,광주(A),3,박승욱,DF,14,102,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,44,29,66,0,26,11,42,10,10,100.0,8,8,100.0,0,0,0.0,25,19,76.0,19,10,52.6,11,2,18.2,22,21,95.4,11,6,54.6,2,1,50.0,0,0,0,0.0,5,2,40.0,5,0,0.0,2,2,3,1,1,0,2,2,1,0,2023,광주(A),3,right,RB,정발
2023,포항,16R,광주(A),4,그랜트,DF,5,102,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,66,57,86,1,36,27,75,4,4,100.0,26,26,100.0,2,2,100.0,28,25,89.3,36,30,83.3,7,4,57.1,33,28,84.8,26,25,96.2,0,0,0.0,0,0,0,0.0,7,3,42.9,3,0,0.0,2,2,2,9,3,0,1,0,0,0,2023,광주(A),4,,LB,정발x
2023,포항,16R,광주(A),5,하창래,DF,45,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,94,0,17,14,82,3,3,100.0,45,44,97.8,1,0,0.0,47,46,97.9,17,15,88.2,9,6,66.7,28,28,100.0,28,27,96.4,0,0,0.0,1,0,0,0.0,4,2,50.0,0,0,0.0,5,3,1,5,2,0,1,0,0,0,2023,광주(A),5,right,CB2,정발x
2023,포항,17R,제주(H),2,박승욱,DF,14,99,1,0,2,1,0,1,2,0,0,0,0,11,0,0,0,57,42,74,2,37,23,62,6,6,100.0,14,13,92.9,9,7,77.8,20,17,85.0,28,18,64.3,17,8,47.1,18,14,77.8,22,20,90.9,3,1,33.3,0,2,1,50.0,4,1,25.0,2,0,0.0,3,1,2,4,0,0,0,1,0,0,2023,제주(H),2,right,CB1,정발x
2023,포항,17R,제주(H),3,그랜트,DF,5,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,54,51,94,0,21,18,86,6,6,100.0,27,27,100.0,1,0,0.0,35,34,97.1,18,17,94.4,7,6,85.7,29,29,100.0,18,16,88.9,0,0,0.0,0,0,0,0.0,9,9,100.0,1,1,100.0,12,6,2,3,5,0,0,1,1,0,2023,제주(H),3,,RB,정발x
2023,포항,17R,제주(H),4,완델손,DF,77,99,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,61,48,79,0,23,10,44,26,26,100.0,12,12,100.0,16,13,81.2,18,15,83.3,27,20,74.1,8,3,37.5,17,13,76.5,36,32,88.9,4,1,25.0,0,1,0,0.0,2,2,100.0,5,2,40.0,1,5,3,7,3,1,1,2,0,0,2023,제주(H),4,,CB2,정발x
2023,포항,17R,제주(H),5,박찬용,DF,20,99,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,43,41,95,0,23,21,91,3,3,100.0,17,17,100.0,0,0,0.0,28,28,100.0,15,13,86.7,7,7,100.0,18,17,94.4,18,17,94.4,0,0,0.0,0,1,1,100.0,5,4,80.0,2,1,50.0,4,5,2,3,1,0,1,0,1,0,2023,제주(H),5,right,LB,정발x
2023,포항,18R,서울(A),2,박승욱,DF,14,101,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,79,61,77,0,38,22,58,21,21,100.0,20,18,90.0,12,8,66.7,26,18,69.2,41,35,85.4,8,5,62.5,41,34,82.9,30,22,73.3,3,1,33.3,0,1,1,100.0,6,4,66.7,4,2,50.0,3,3,3,2,3,0,0,1,0,0,2023,서울(A),2,right,CB1,정발x
2023,포항,18R,서울(A),3,그랜트,DF,5,101,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,67,61,91,0,35,30,86,5,5,100.0,27,26,96.3,3,3,100.0,29,27,93.1,35,31,88.6,13,11,84.6,31,28,90.3,23,22,95.6,0,0,0.0,0,3,2,66.7,4,3,75.0,2,2,100.0,4,7,4,6,2,0,1,0,0,0,2023,서울(A),3,,RB,정발x
2023,포항,18R,서울(A),4,완델손,DF,77,101,0,0,1,0,0,1,0,1,0,0,0,8,1,0,0,64,52,81,1,24,13,54,23,22,95.6,17,17,100.0,11,11,100.0,11,8,72.7,42,33,78.6,8,2,25.0,20,17,85.0,36,33,91.7,5,1,20.0,1,1,0,0.0,1,1,100.0,7,1,14.3,2,1,2,8,1,3,1,1,0,0,2023,서울(A),4,,LB,정발x
2023,포항,18R,서울(A),5,하창래,DF,45,101,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,62,58,94,0,23,19,83,2,2,100.0,37,37,100.0,1,1,100.0,42,40,95.2,19,17,89.5,8,6,75.0,27,26,96.3,27,26,96.3,0,0,0.0,0,0,0,0.0,5,2,40.0,1,0,0.0,8,5,1,3,0,0,1,0,0,0,2023,서울(A),5,right,CB2,정발x
2023,포항,19R,인천(A),2,그랜트,DF,5,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,43,93,1,26,23,89,0,0,0.0,20,20,100.0,1,1,100.0,23,22,95.6,22,20,90.9,4,3,75.0,20,19,95.0,22,21,95.4,0,0,0.0,0,0,0,0.0,6,5,83.3,3,1,33.3,10,2,2,4,6,0,1,1,0,0,2023,인천(A),2,,CB1,정발x
2023,포항,19R,인천(A),3,완델손,DF,77,87,0,0,1,0,0,1,1,0,0,0,0,6,2,0,0,36,31,86,0,14,9,64,11,11,100.0,11,11,100.0,4,4,100.0,8,7,87.5,24,20,83.3,10,6,60.0,9,8,88.9,17,17,100.0,0,0,0.0,0,1,0,0.0,2,0,0.0,4,1,25.0,4,2,1,3,0,1,1,0,0,0,2023,인천(A),3,,RB,정발x
2023,포항,19R,인천(A),4,하창래,DF,45,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,41,93,0,24,21,88,4,4,100.0,16,16,100.0,0,0,0.0,22,20,90.9,22,21,95.4,2,1,50.0,19,18,94.7,23,22,95.6,0,0,0.0,0,2,1,50.0,5,3,60.0,3,1,33.3,10,0,2,5,4,0,3,1,0,0,2023,인천(A),4,right,LB,정발x
2023,포항,19R,인천(A),5,박승욱,DF,14,99,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,64,57,89,0,25,20,80,9,9,100.0,30,28,93.3,2,1,50.0,22,19,86.4,40,37,92.5,10,7,70.0,19,18,94.7,35,32,91.4,0,0,0.0,0,2,1,50.0,1,1,100.0,1,0,0.0,4,6,3,0,3,1,0,1,0,0,2023,인천(A),5,right,CB2,정발
2023,포항,20R,수원FC(H),2,그랜트,DF,5,98,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,69,62,90,0,43,36,84,4,4,100.0,22,22,100.0,0,0,0.0,26,24,92.3,43,38,88.4,15,9,60.0,28,28,100.0,26,25,96.2,0,0,0.0,0,1,0,0.0,11,4,36.4,1,1,100.0,8,8,2,3,1,0,0,0,0,0,2023,수원FC(H),2,,CB1,정발x
2023,포항,20R,수원FC(H),3,박승욱,DF,14,98,0,1,0,0,0,0,0,0,0,3,0,10,0,0,0,73,62,85,2,19,14,74,15,15,100.0,39,33,84.6,15,11,73.3,17,13,76.5,41,38,92.7,6,3,50.0,30,27,90.0,37,32,86.5,7,4,57.1,0,0,0,0.0,1,1,100.0,2,1,50.0,2,7,1,2,2,0,1,1,0,0,2023,수원FC(H),3,right,RB,정발
2023,포항,20R,수원FC(H),4,박찬용,DF,20,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,50,93,0,31,28,90,1,1,100.0,22,21,95.4,0,0,0.0,23,21,91.3,31,29,93.6,9,6,66.7,29,29,100.0,16,15,93.8,0,0,0.0,0,3,1,33.3,6,3,50.0,2,0,0.0,9,5,4,2,1,0,0,1,0,0,2023,수원FC(H),4,right,CB2,정발x
2023,포항,20R,수원FC(H),5,완델손,DF,77,98,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,56,49,88,1,23,17,74,10,10,100.0,23,22,95.6,13,11,84.6,14,12,85.7,29,26,89.7,3,1,33.3,14,12,85.7,39,36,92.3,3,1,33.3,0,1,0,0.0,2,0,0.0,4,4,100.0,1,5,2,3,1,0,0,0,0,0,2023,수원FC(H),5,,LB,정발x
2023,포항,21R,울산(H),2,완델손,DF,77,100,0,0,1,0,1,0,0,1,0,0,0,8,4,2,50,64,58,91,3,34,28,82,20,20,100.0,10,10,100.0,17,14,82.4,6,5,83.3,41,39,95.1,6,3,50.0,21,18,85.7,37,37,100.0,8,4,50.0,0,2,0,0.0,3,3,100.0,4,2,50.0,3,2,2,4,4,0,0,2,0,0,2023,울산(H),2,,CB1,정발x
2023,포항,21R,울산(H),3,그랜트,DF,5,100,0,0,1,0,0,1,0,1,0,6,0,0,0,0,0,100,95,95,0,44,40,91,5,5,100.0,51,50,98.0,3,2,66.7,28,26,92.9,69,67,97.1,6,4,66.7,49,48,98.0,45,43,95.6,0,0,0.0,0,0,0,0.0,7,6,85.7,2,0,0.0,7,7,3,7,2,0,3,0,1,0,2023,울산(H),3,,RB,정발x
2023,포항,21R,울산(H),4,하창래,DF,45,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,93,91,98,0,29,27,93,8,8,100.0,56,56,100.0,1,1,100.0,30,30,100.0,62,60,96.8,4,2,50.0,49,49,100.0,40,40,100.0,0,0,0.0,0,4,3,75.0,6,4,66.7,4,1,25.0,6,6,5,4,2,0,1,0,1,0,2023,울산(H),4,right,LB,정발x
2023,포항,21R,울산(H),5,박승욱,DF,14,100,0,0,1,0,0,1,0,1,0,0,0,7,1,0,0,71,65,92,1,29,23,79,19,19,100.0,23,23,100.0,9,8,88.9,8,8,100.0,54,49,90.7,8,5,62.5,25,24,96.0,38,36,94.7,3,1,33.3,0,4,2,50.0,2,1,50.0,6,1,16.7,0,3,2,3,1,0,3,2,1,0,2023,울산(H),5,right,CB2,정발
2023,포항,22R,수원(A),2,그랜트,DF,5,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,77,94,0,44,40,91,2,2,100.0,36,35,97.2,1,1,100.0,29,27,93.1,52,49,94.2,17,15,88.2,43,40,93.0,22,22,100.0,0,0,0.0,0,0,0,0.0,4,4,100.0,0,0,0.0,5,6,0,5,2,0,0,0,0,0,2023,수원(A),2,,CB1,정발x
2023,포항,22R,수원(A),3,하창래,DF,45,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,47,98,0,17,16,94,3,3,100.0,28,28,100.0,0,0,0.0,18,18,100.0,30,29,96.7,8,7,87.5,22,22,100.0,18,18,100.0,0,0,0.0,0,1,1,100.0,0,0,0.0,0,0,0.0,7,3,3,0,0,0,1,0,0,1,2023,수원(A),3,right,RB,정발x
2023,포항,22R,수원(A),4,완델손,DF,77,97,0,0,1,0,1,0,1,0,0,2,2,11,1,0,0,74,62,84,0,24,16,67,24,24,100.0,26,22,84.6,16,13,81.2,9,8,88.9,49,41,83.7,4,2,50.0,18,14,77.8,52,46,88.5,6,2,33.3,0,0,0,0.0,1,1,100.0,3,0,0.0,1,2,1,9,2,2,1,0,1,0,2023,수원(A),4,,LB,정발x
2023,포항,22R,수원(A),5,박승욱,DF,14,97,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,71,60,85,1,23,12,52,19,19,100.0,29,29,100.0,12,11,91.7,8,6,75.0,51,43,84.3,10,7,70.0,22,17,77.3,39,36,92.3,3,1,33.3,1,3,2,66.7,3,0,0.0,5,0,0.0,3,2,4,1,1,0,0,1,0,0,2023,수원(A),5,right,CB2,정발
2023,포항,23R,제주(H),2,그랜트,DF,5,102,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,31,27,87,0,17,14,82,3,3,100.0,11,10,90.9,0,0,0.0,17,13,76.5,14,14,100.0,9,7,77.8,14,12,85.7,8,8,100.0,0,0,0.0,0,0,0,0.0,4,3,75.0,0,0,0.0,8,5,2,4,8,0,0,0,0,0,2023,제주(H),2,,CB1,정발x
2023,포항,23R,제주(H),3,완델손,DF,77,102,1,1,1,1,0,0,1,0,0,1,0,6,0,0,0,31,25,81,1,14,9,64,9,8,88.9,8,8,100.0,7,7,100.0,12,8,66.7,12,10,83.3,5,2,40.0,9,8,88.9,17,15,88.2,5,1,20.0,0,1,0,0.0,4,2,50.0,4,1,25.0,2,4,2,2,2,2,1,1,0,0,2023,제주(H),3,,RB,정발x
2023,포항,23R,제주(H),4,박승욱,DF,14,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,47,36,77,0,28,18,64,6,6,100.0,13,12,92.3,10,9,90.0,17,12,70.6,20,15,75.0,7,4,57.1,18,14,77.8,22,18,81.8,0,0,0.0,0,0,0,0.0,4,2,50.0,3,1,33.3,6,6,0,5,4,1,1,0,0,0,2023,제주(H),4,right,CB2,정발
2023,포항,23R,제주(H),5,박찬용,DF,20,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,85,0,15,11,73,2,2,100.0,10,10,100.0,0,0,0.0,13,12,92.3,14,11,78.6,5,2,40.0,16,16,100.0,6,5,83.3,0,0,0.0,0,1,1,100.0,5,1,20.0,1,0,0.0,5,2,3,3,2,0,1,0,0,0,2023,제주(H),5,right,LB,정발x
2023,포항,24R,전북(H),2,완델손,DF,77,101,0,0,1,0,0,1,0,1,0,0,0,10,1,1,100,52,46,88,2,27,21,78,17,17,100.0,8,8,100.0,12,9,75.0,9,8,88.9,31,29,93.6,5,4,80.0,19,17,89.5,28,25,89.3,5,1,20.0,1,2,2,100.0,3,2,66.7,2,2,100.0,3,7,3,4,3,0,2,2,1,0,2023,전북(H),2,,CB1,정발x
