시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,탈압박,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2023,울산,16R,전북(A),2,이명재,DF,13,99,0,0,1,0,0,1,0,1,1,1,3,7,1,0,0,46,37,80,1,21,13,62,16,16,100.0,9,8,88.9,21,18,85.7,7,6,85.7,18,13,72.2,7,4,57.1,15,11,73.3,24,22,91.7,7,0,0.0,1,2,1,50.0,0,0,0.0,2,1,50.0,1,2,3,4,3,1,2,0,0,0,2023,전북(A),2,left,LB,정발
2023,울산,16R,전북(A),3,설영우,DF,66,99,0,0,1,1,0,0,0,1,0,1,0,8,1,1,100,79,73,92,0,22,17,77,33,32,97.0,24,24,100.0,25,24,96.0,14,12,85.7,40,37,92.5,4,3,75.0,30,27,90.0,45,43,95.6,3,0,0.0,1,1,1,100.0,2,1,50.0,0,0,0.0,3,7,0,6,3,0,0,1,0,0,2023,전북(A),3,right,RB,정발
2023,울산,16R,전북(A),4,김기희,DF,44,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,54,90,1,25,20,80,1,1,100.0,34,33,97.1,4,3,75.0,17,16,94.1,39,35,89.7,8,5,62.5,34,32,94.1,18,17,94.4,4,1,25.0,0,4,2,50.0,7,4,57.1,1,0,0.0,3,4,2,4,4,0,1,0,1,0,2023,전북(A),4,right,CB1,정발x
2023,울산,16R,전북(A),5,정승현,DF,15,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,54,93,0,27,23,85,2,2,100.0,29,29,100.0,0,0,0.0,17,14,82.4,41,40,97.6,8,4,50.0,29,29,100.0,21,21,100.0,0,0,0.0,1,0,0,0.0,8,4,50.0,2,0,0.0,6,3,4,2,1,0,1,0,0,0,2023,전북(A),5,right,CB2,정발
2023,울산,17R,수원FC(A),2,김기희,DF,44,98,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,94,90,96,0,49,46,94,5,5,100.0,40,39,97.5,4,3,75.0,31,30,96.8,59,57,96.6,9,7,77.8,43,43,100.0,42,40,95.2,0,0,0.0,0,3,1,33.3,4,3,75.0,2,0,0.0,4,8,1,5,3,3,0,1,0,0,2023,수원FC(A),2,right,CB1,정발x
2023,울산,17R,수원FC(A),3,정승현,DF,15,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,80,91,0,38,30,79,10,10,100.0,40,40,100.0,3,1,33.3,23,22,95.6,62,57,91.9,9,4,44.4,45,44,97.8,34,32,94.1,1,0,0.0,0,0,0,0.0,9,4,44.4,3,1,33.3,9,5,2,2,2,0,1,0,0,0,2023,수원FC(A),3,right,CB2,정발
2023,울산,17R,수원FC(A),4,설영우,DF,66,98,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,88,81,92,2,15,10,67,38,37,97.4,35,34,97.1,38,35,92.1,11,9,81.8,39,37,94.9,6,4,66.7,29,28,96.6,53,49,92.4,10,0,0.0,0,2,1,50.0,2,1,50.0,4,1,25.0,2,3,3,11,2,0,0,2,0,0,2023,수원FC(A),4,right,RB,정발
2023,울산,17R,수원FC(A),5,이명재,DF,13,79,0,0,1,1,0,0,1,0,0,1,4,3,0,0,0,64,59,92,2,22,17,77,23,23,100.0,19,19,100.0,16,15,93.8,13,10,76.9,35,34,97.1,3,2,66.7,18,17,94.4,43,40,93.0,11,2,18.2,1,2,1,50.0,2,1,50.0,3,1,33.3,3,1,2,5,1,0,0,1,0,0,2023,수원FC(A),5,left,LB,정발
2023,울산,18R,제주(H),2,설영우,DF,66,97,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,59,52,88,1,22,15,68,21,21,100.0,16,16,100.0,18,17,94.4,16,10,62.5,25,25,100.0,8,6,75.0,15,12,80.0,36,34,94.4,0,0,0.0,1,0,0,0.0,0,0,0.0,1,1,100.0,1,8,2,2,0,1,1,3,0,0,2023,제주(H),2,right,RB,정발
2023,울산,18R,제주(H),3,이명재,DF,13,79,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,37,31,84,0,18,12,67,12,12,100.0,7,7,100.0,5,5,100.0,11,7,63.6,21,19,90.5,4,2,50.0,19,16,84.2,14,13,92.9,1,0,0.0,1,1,0,0.0,0,0,0.0,1,0,0.0,0,5,1,1,3,0,0,0,0,0,2023,제주(H),3,left,LB,정발
2023,울산,18R,제주(H),4,김기희,DF,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,91,0,14,11,79,2,2,100.0,17,17,100.0,0,0,0.0,17,14,82.4,16,16,100.0,7,4,57.1,17,17,100.0,9,9,100.0,0,0,0.0,0,1,1,100.0,6,5,83.3,2,0,0.0,8,2,3,1,1,0,0,0,0,0,2023,제주(H),4,right,CB1,정발x
2023,울산,18R,제주(H),5,정승현,DF,15,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,89,0,29,23,79,5,5,100.0,21,21,100.0,0,0,0.0,22,18,81.8,33,31,93.9,5,1,20.0,24,23,95.8,26,25,96.2,0,0,0.0,0,0,0,0.0,2,2,100.0,3,1,33.3,6,3,1,1,2,0,1,0,0,0,2023,제주(H),5,right,CB2,정발
2023,울산,19R,대구(H),2,김태환,DF,23,60,1,0,1,1,0,0,1,0,0,2,0,7,0,0,0,68,65,96,0,21,18,86,29,29,100.0,18,18,100.0,31,30,96.8,5,5,100.0,32,30,93.8,0,0,0.0,20,18,90.0,48,47,97.9,2,0,0.0,0,1,1,100.0,1,1,100.0,0,0,0.0,2,5,3,1,0,1,1,1,0,0,2023,대구(H),2,right,RB,정발
2023,울산,19R,대구(H),3,김영권,DF,19,97,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,173,165,95,0,95,88,93,10,10,100.0,68,67,98.5,11,11,100.0,26,26,100.0,136,128,94.1,16,14,87.5,67,62,92.5,90,89,98.9,1,0,0.0,0,0,0,0.0,2,1,50.0,3,2,66.7,1,4,2,5,2,0,2,1,0,0,2023,대구(H),3,left,CB1,정발
2023,울산,19R,대구(H),4,설영우,DF,66,97,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,108,106,98,0,24,22,92,47,47,100.0,37,37,100.0,27,26,96.3,12,11,91.7,69,69,100.0,6,6,100.0,22,21,95.4,80,79,98.8,0,0,0.0,1,0,0,0.0,1,1,100.0,2,1,50.0,1,3,1,3,3,1,0,2,0,0,2023,대구(H),4,right,LB,정발x
2023,울산,19R,대구(H),5,김기희,DF,44,97,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,121,116,96,0,51,47,92,5,5,100.0,65,64,98.5,2,2,100.0,25,25,100.0,94,89,94.7,19,16,84.2,62,61,98.4,40,39,97.5,0,0,0.0,0,0,0,0.0,0,0,0.0,5,1,20.0,4,2,0,2,0,0,1,0,0,0,2023,대구(H),5,right,CB2,정발
2023,울산,20R,광주(A),2,김기희,DF,44,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,54,49,91,1,29,24,83,9,9,100.0,16,16,100.0,1,1,100.0,29,26,89.7,24,22,91.7,6,5,83.3,24,24,100.0,24,20,83.3,0,0,0.0,0,1,0,0.0,3,3,100.0,2,0,0.0,7,3,3,2,1,0,1,0,0,0,2023,광주(A),2,right,CB2,정발
2023,울산,20R,광주(A),3,김영권,DF,19,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,43,84,0,30,22,73,5,5,100.0,16,16,100.0,1,1,100.0,17,13,76.5,33,29,87.9,14,8,57.1,19,18,94.7,18,17,94.4,0,0,0.0,1,1,1,100.0,1,1,100.0,0,0,0.0,5,2,2,3,0,1,1,1,0,0,2023,광주(A),3,left,CB1,정발
2023,울산,20R,광주(A),4,이명재,DF,13,79,0,1,0,0,0,0,0,0,0,4,3,3,0,0,0,30,22,73,1,12,4,33,11,11,100.0,7,7,100.0,4,4,100.0,7,4,57.1,19,14,73.7,3,0,0.0,15,12,80.0,12,10,83.3,7,2,28.6,0,0,0,0.0,1,1,100.0,2,1,50.0,1,2,1,1,1,1,0,0,0,0,2023,광주(A),4,left,LB,정발
2023,울산,20R,광주(A),5,김태환,DF,23,98,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,55,53,96,0,16,15,94,26,26,100.0,13,12,92.3,19,18,94.7,10,10,100.0,26,25,96.2,1,1,100.0,17,16,94.1,37,36,97.3,3,0,0.0,0,0,0,0.0,0,0,0.0,1,1,100.0,3,3,2,4,1,0,0,0,0,0,2023,광주(A),5,right,RB,정발
2023,울산,21R,포항(A),2,김기희,DF,44,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,43,37,86,0,18,12,67,6,6,100.0,19,19,100.0,1,0,0.0,16,14,87.5,26,23,88.5,10,5,50.0,17,16,94.1,16,16,100.0,1,0,0.0,0,7,1,14.3,9,5,55.6,4,1,25.0,6,6,2,1,2,0,0,0,0,0,2023,포항(A),2,right,CB2,정발
2023,울산,21R,포항(A),3,김태환,DF,23,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,43,36,84,0,19,13,68,12,12,100.0,12,11,91.7,9,8,88.9,8,5,62.5,26,23,88.5,7,4,57.1,11,8,72.7,25,24,96.0,0,0,0.0,0,1,1,100.0,1,0,0.0,1,0,0.0,3,5,4,1,4,0,0,2,0,0,2023,포항(A),3,right,RB,정발
2023,울산,21R,포항(A),4,김영권,DF,19,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,54,47,87,0,29,24,83,3,3,100.0,22,20,90.9,1,1,100.0,19,16,84.2,34,30,88.2,7,2,28.6,24,23,95.8,23,22,95.6,0,0,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,4,5,0,3,0,0,1,2,0,0,2023,포항(A),4,left,CB1,정발
2023,울산,21R,포항(A),5,설영우,DF,66,100,0,1,0,0,0,0,0,0,0,0,0,5,1,1,100,44,37,84,1,17,12,71,8,8,100.0,19,17,89.5,6,5,83.3,10,8,80.0,28,24,85.7,2,1,50.0,15,12,80.0,27,24,88.9,1,1,100.0,1,2,1,50.0,1,1,100.0,3,2,66.7,6,4,4,3,0,0,1,4,0,0,2023,포항(A),5,right,LB,정발x
2023,울산,22R,인천(H),2,이명재,DF,13,99,0,1,0,0,0,0,0,0,1,0,4,11,2,1,50,73,67,92,4,23,19,83,28,28,100.0,22,20,90.9,31,28,90.3,9,7,77.8,33,32,97.0,2,1,50.0,17,15,88.2,54,51,94.4,12,5,41.7,0,0,0,0.0,1,1,100.0,3,2,66.7,1,9,0,5,0,2,0,0,0,0,2023,인천(H),2,left,LB,정발
2023,울산,22R,인천(H),3,설영우,DF,66,99,0,0,1,0,0,1,1,0,0,0,0,5,1,1,100,99,95,96,2,31,27,87,37,37,100.0,31,31,100.0,25,25,100.0,10,9,90.0,64,61,95.3,3,2,66.7,34,33,97.1,62,60,96.8,4,1,25.0,2,1,0,0.0,2,1,50.0,1,1,100.0,2,8,0,8,0,0,1,0,1,0,2023,인천(H),3,right,RB,정발
2023,울산,22R,인천(H),4,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83,90,0,58,49,85,4,4,100.0,30,30,100.0,11,9,81.8,11,11,100.0,70,63,90.0,11,6,54.6,44,41,93.2,37,36,97.3,2,0,0.0,0,0,0,0.0,0,0,0.0,1,0,0.0,6,5,0,7,1,0,0,0,0,0,2023,인천(H),4,left,CB1,정발
2023,울산,22R,인천(H),5,정승현,DF,15,99,0,0,2,1,0,1,1,1,0,2,0,0,0,0,0,77,69,90,0,31,24,77,2,2,100.0,44,43,97.7,2,2,100.0,12,10,83.3,63,57,90.5,13,8,61.5,32,32,100.0,32,29,90.6,0,0,0.0,0,2,2,100.0,7,6,85.7,2,1,50.0,6,5,5,2,7,0,1,0,0,0,2023,인천(H),5,right,CB2,정발
2023,울산,23R,수원(A),2,이명재,DF,13,99,0,0,1,0,0,1,0,1,0,1,4,4,0,0,0,63,57,90,4,15,11,73,20,20,100.0,28,26,92.9,17,17,100.0,11,11,100.0,35,29,82.9,6,2,33.3,14,12,85.7,43,43,100.0,11,4,36.4,0,0,0,0.0,1,1,100.0,2,1,50.0,1,1,1,4,1,0,1,0,1,0,2023,수원(A),2,left,LB,정발
2023,울산,23R,수원(A),3,김태환,DF,23,48,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,33,26,79,0,10,7,70,15,14,93.3,8,5,62.5,16,12,75.0,4,2,50.0,13,12,92.3,3,1,33.3,18,15,83.3,12,10,83.3,3,0,0.0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,2,0,1,0,0,2023,수원(A),3,right,RB,정발
2023,울산,23R,수원(A),4,정승현,DF,15,99,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,90,87,97,0,41,38,93,6,6,100.0,43,43,100.0,3,2,66.7,23,23,100.0,64,62,96.9,8,8,100.0,47,46,97.9,35,33,94.3,3,0,0.0,0,1,1,100.0,5,4,80.0,0,0,0.0,11,5,5,1,1,1,1,1,1,0,2023,수원(A),4,right,CB1,정발x
2023,울산,23R,수원(A),5,김기희,DF,44,99,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,77,75,97,0,33,31,94,3,3,100.0,41,41,100.0,6,6,100.0,26,26,100.0,45,43,95.6,14,13,92.9,46,45,97.8,17,17,100.0,0,0,0.0,0,2,0,0.0,5,3,60.0,3,0,0.0,7,5,4,7,2,0,1,0,1,0,2023,수원(A),5,right,CB2,정발
2023,울산,24R,제주(H),2,김태환,DF,23,100,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,41,31,76,1,20,12,60,8,8,100.0,13,11,84.6,16,12,75.0,16,12,75.0,9,7,77.8,2,2,100.0,12,8,66.7,27,21,77.8,4,1,25.0,0,1,0,0.0,1,1,100.0,2,0,0.0,2,4,1,6,0,0,1,2,1,0,2023,제주(H),2,right,RB,정발
2023,울산,24R,제주(H),3,김기희,DF,44,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,41,33,80,0,21,13,62,2,2,100.0,18,18,100.0,1,1,100.0,20,16,80.0,20,16,80.0,4,1,25.0,25,21,84.0,12,11,91.7,1,0,0.0,0,6,4,66.7,12,8,66.7,1,1,100.0,16,3,6,2,2,0,2,0,0,0,2023,제주(H),3,right,CB2,정발
2023,울산,24R,제주(H),4,김영권,DF,19,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,41,84,0,31,24,77,6,6,100.0,12,11,91.7,0,0,0.0,28,26,92.9,21,15,71.4,11,4,36.4,19,19,100.0,19,18,94.7,0,0,0.0,0,0,0,0.0,3,2,66.7,2,1,50.0,7,2,1,1,2,0,1,0,0,0,2023,제주(H),4,left,CB1,정발
2023,울산,24R,제주(H),5,이명재,DF,13,67,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,27,25,93,1,7,6,86,15,14,93.3,5,5,100.0,9,8,88.9,4,3,75.0,14,14,100.0,1,0,0.0,5,5,100.0,21,20,95.2,4,0,0.0,0,0,0,0.0,1,0,0.0,1,0,0.0,0,2,0,2,1,0,0,1,0,0,2023,제주(H),5,left,LB,정발
2023,울산,25R,대구(A),2,김영권,DF,19,99,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,111,107,96,0,71,67,94,4,4,100.0,36,36,100.0,12,11,91.7,14,14,100.0,85,82,96.5,8,6,75.0,54,53,98.2,49,48,98.0,1,1,100.0,0,0,0,0.0,1,0,0.0,1,0,0.0,0,5,1,3,0,0,1,0,1,0,2023,대구(A),2,left,CB1,정발
2023,울산,25R,대구(A),3,정승현,DF,15,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,81,78,96,0,35,33,94,1,1,100.0,45,44,97.8,3,1,33.3,13,13,100.0,65,64,98.5,8,7,87.5,49,49,100.0,24,22,91.7,0,0,0.0,0,2,1,50.0,7,4,57.1,1,0,0.0,5,4,1,1,0,0,0,1,1,0,2023,대구(A),3,right,CB2,정발
2023,울산,25R,대구(A),4,설영우,DF,66,99,0,0,1,0,0,1,1,0,0,0,0,9,1,1,100,90,86,96,0,15,14,93,32,32,100.0,43,40,93.0,34,31,91.2,12,11,91.7,44,44,100.0,7,7,100.0,25,24,96.0,58,55,94.8,2,0,0.0,0,0,0,0.0,3,3,100.0,2,2,100.0,2,4,2,8,2,2,2,1,1,0,2023,대구(A),4,right,RB,정발
2023,울산,25R,대구(A),5,이명재,DF,13,82,0,0,2,1,0,1,1,1,0,1,2,6,1,1,100,57,52,91,1,15,13,87,22,22,100.0,20,17,85.0,32,27,84.4,3,3,100.0,22,22,100.0,4,2,50.0,20,20,100.0,33,30,90.9,10,2,20.0,0,0,0,0.0,3,2,66.7,2,0,0.0,2,1,0,5,1,0,1,1,0,0,2023,대구(A),5,left,LB,정발
2023,울산,26R,강원(A),2,이명재,DF,13,99,0,0,1,1,0,0,0,1,0,1,4,6,0,0,0,70,63,90,1,21,15,71,18,17,94.4,31,31,100.0,21,20,95.2,10,10,100.0,39,33,84.6,10,8,80.0,24,20,83.3,36,35,97.2,7,2,28.6,0,0,0,0.0,6,4,66.7,1,1,100.0,4,6,1,8,4,1,0,1,0,0,2023,강원(A),2,left,LB,정발
2023,울산,26R,강원(A),3,김영권,DF,19,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,94,90,0,62,52,84,6,6,100.0,36,36,100.0,3,1,33.3,12,12,100.0,89,81,91.0,17,11,64.7,43,41,95.4,44,42,95.4,0,0,0.0,0,2,2,100.0,5,4,80.0,0,0,0.0,6,5,2,8,4,2,2,1,1,0,2023,강원(A),3,left,CB1,정발
2023,울산,26R,강원(A),4,김기희,DF,44,99,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,96,92,96,0,41,37,90,8,8,100.0,47,47,100.0,6,6,100.0,14,14,100.0,76,72,94.7,14,11,78.6,47,47,100.0,35,34,97.1,2,0,0.0,0,3,1,33.3,10,6,60.0,3,1,33.3,7,3,2,6,7,1,2,0,1,0,2023,강원(A),4,right,CB2,정발
2023,울산,26R,강원(A),5,김태환,DF,23,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,34,92,0,11,9,82,11,11,100.0,15,14,93.3,19,16,84.2,6,6,100.0,12,12,100.0,2,2,100.0,10,8,80.0,25,24,96.0,4,1,25.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,4,0,1,3,1,1,0,2023,강원(A),5,right,RB,정발
2023,울산,27R,전북(H),2,설영우,DF,66,98,0,0,2,1,0,1,2,0,1,0,0,7,0,0,0,50,47,94,0,16,13,81,18,18,100.0,16,16,100.0,16,16,100.0,10,9,90.0,24,22,91.7,5,3,60.0,11,11,100.0,34,33,97.1,4,0,0.0,0,1,1,100.0,4,3,75.0,1,1,100.0,6,3,0,5,1,0,0,2,0,0,2023,전북(H),2,right,RB,정발
2023,울산,27R,전북(H),3,정승현,DF,15,98,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,52,48,92,0,18,14,78,5,5,100.0,29,29,100.0,0,0,0.0,20,18,90.0,32,30,93.8,10,6,60.0,27,27,100.0,15,15,100.0,0,0,0.0,0,1,1,100.0,7,4,57.1,4,1,25.0,5,0,2,2,3,0,1,1,0,0,2023,전북(H),3,right,CB2,정발
2023,울산,27R,전북(H),4,김기희,DF,44,98,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,51,44,86,0,18,11,61,9,9,100.0,24,24,100.0,3,2,66.7,16,11,68.8,32,31,96.9,14,9,64.3,26,25,96.2,11,10,90.9,0,0,0.0,0,3,2,66.7,4,3,75.0,2,0,0.0,7,0,3,3,0,0,1,0,1,0,2023,전북(H),4,right,CB1,정발x
2023,울산,27R,전북(H),5,이명재,DF,13,82,0,0,1,0,1,0,0,1,0,1,6,4,0,0,0,52,47,90,2,23,18,78,9,9,100.0,20,20,100.0,2,2,100.0,16,15,93.8,34,30,88.2,10,8,80.0,25,24,96.0,17,15,88.2,8,3,37.5,0,1,1,100.0,2,0,0.0,2,2,100.0,1,4,0,0,1,0,1,2,0,0,2023,전북(H),5,left,LB,정발
2023,울산,28R,서울(A),2,이명재,DF,13,102,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,60,55,92,0,20,15,75,17,17,100.0,23,23,100.0,13,12,92.3,6,6,100.0,41,37,90.2,9,7,77.8,18,16,88.9,33,32,97.0,4,0,0.0,0,0,0,0.0,2,1,50.0,0,0,0.0,4,2,0,2,3,0,0,1,0,0,2023,서울(A),2,left,LB,정발
2023,울산,28R,서울(A),3,김영권,DF,19,102,0,0,2,0,1,1,1,1,0,1,0,0,0,0,0,111,103,93,1,54,47,87,5,5,100.0,52,51,98.1,2,2,100.0,23,21,91.3,86,80,93.0,15,10,66.7,56,53,94.6,40,40,100.0,0,0,0.0,0,0,0,0.0,1,1,100.0,1,1,100.0,5,3,1,4,0,0,0,0,0,0,2023,서울(A),3,left,CB1,정발
2023,울산,28R,서울(A),4,정승현,DF,15,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,100,0,32,32,100,7,7,100.0,34,34,100.0,1,1,100.0,16,16,100.0,56,56,100.0,9,9,100.0,33,33,100.0,31,31,100.0,1,0,0.0,0,1,0,0.0,5,2,40.0,2,0,0.0,8,1,0,4,2,1,0,0,0,0,2023,서울(A),4,right,CB2,정발
2023,울산,28R,서울(A),5,설영우,DF,66,102,0,1,0,0,0,0,0,0,1,1,0,4,1,0,0,44,42,95,2,8,7,88,25,25,100.0,11,10,90.9,17,16,94.1,7,7,100.0,20,19,95.0,1,1,100.0,18,17,94.4,25,24,96.0,2,2,100.0,0,0,0,0.0,2,1,50.0,2,2,100.0,2,0,1,3,2,0,0,2,0,0,2023,서울(A),5,right,RB,정발
2023,울산,29R,광주(H),2,이명재,DF,13,100,0,0,1,0,1,0,0,1,0,2,4,7,0,0,0,59,53,90,2,19,13,68,20,20,100.0,20,20,100.0,15,14,93.3,11,9,81.8,33,30,90.9,7,4,57.1,20,20,100.0,32,29,90.6,10,2,20.0,0,0,0,0.0,0,0,0.0,3,2,66.7,2,2,4,6,1,0,0,1,0,0,2023,광주(H),2,left,LB,정발
2023,울산,29R,광주(H),3,정승현,DF,15,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,88,80,91,0,38,31,82,13,13,100.0,37,36,97.3,2,2,100.0,20,18,90.0,66,60,90.9,13,6,46.2,48,47,97.9,27,27,100.0,4,0,0.0,0,4,3,75.0,11,9,81.8,2,1,50.0,9,5,5,6,5,0,1,1,0,0,2023,광주(H),3,right,CB2,정발
2023,울산,29R,광주(H),4,설영우,DF,66,76,0,0,0,0,0,0,0,0,0,2,0,10,3,1,33,55,51,93,2,10,7,70,24,24,100.0,21,20,95.2,17,15,88.2,3,3,100.0,35,33,94.3,9,9,100.0,20,18,90.0,26,24,92.3,3,2,66.7,0,1,0,0.0,1,0,0.0,1,0,0.0,0,1,0,1,0,0,1,2,0,0,2023,광주(H),4,right,LB,정발x
2023,울산,29R,광주(H),5,김영권,DF,19,100,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,97,86,89,0,50,39,78,10,10,100.0,37,37,100.0,4,1,25.0,18,14,77.8,75,71,94.7,19,13,68.4,51,46,90.2,27,27,100.0,0,0,0.0,0,1,1,100.0,2,1,50.0,1,0,0.0,4,1,2,3,1,0,3,1,1,0,2023,광주(H),5,left,CB1,정발
2023,울산,30R,대전(H),2,김태환,DF,23,102,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,43,37,86,1,18,12,67,9,9,100.0,16,16,100.0,15,15,100.0,8,5,62.5,20,17,85.0,5,2,40.0,16,13,81.2,22,22,100.0,5,1,20.0,0,1,1,100.0,1,1,100.0,0,0,0.0,2,1,3,7,1,0,1,0,1,0,2023,대전(H),2,right,RB,정발
2023,울산,30R,대전(H),3,임종은,DF,5,102,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,60,58,97,1,35,33,94,4,4,100.0,21,21,100.0,2,2,100.0,20,20,100.0,38,36,94.7,7,6,85.7,31,31,100.0,22,21,95.4,1,1,100.0,0,3,3,100.0,13,10,76.9,1,0,0.0,13,3,3,4,2,0,0,0,0,0,2023,대전(H),3,right,CB1,정발x
2023,울산,30R,대전(H),4,김기희,DF,44,74,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,24,73,0,15,7,47,4,4,100.0,14,13,92.9,1,0,0.0,7,7,100.0,25,17,68.0,12,6,50.0,11,10,90.9,10,8,80.0,0,0,0.0,0,0,0,0.0,10,6,60.0,0,0,0.0,7,2,3,2,2,0,1,1,0,0,2023,대전(H),4,right,CB2,정발
2023,울산,30R,대전(H),5,이명재,DF,13,102,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,73,61,84,1,28,16,57,17,17,100.0,28,28,100.0,12,11,91.7,15,13,86.7,46,37,80.4,12,4,33.3,26,24,92.3,35,33,94.3,11,3,27.3,0,1,0,0.0,0,0,0.0,0,0,0.0,1,6,0,5,2,0,0,0,0,0,2023,대전(H),5,left,LB,정발
2023,울산,31R,수원FC(A),2,김태환,DF,23,101,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,64,55,86,0,30,23,77,18,18,100.0,16,14,87.5,14,13,92.9,16,13,81.2,34,29,85.3,5,4,80.0,21,16,76.2,38,35,92.1,0,0,0.0,0,1,1,100.0,1,0,0.0,1,1,100.0,2,7,3,3,1,1,0,0,0,0,2023,수원FC(A),2,right,RB,정발
2023,울산,31R,수원FC(A),3,김기희,DF,44,101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,49,91,0,20,15,75,2,2,100.0,32,32,100.0,0,0,0.0,21,18,85.7,33,31,93.9,10,6,60.0,29,29,100.0,15,14,93.3,2,0,0.0,0,2,0,0.0,9,6,66.7,1,0,0.0,10,7,1,3,0,1,2,0,0,0,2023,수원FC(A),3,right,CB1,정발x
2023,울산,31R,수원FC(A),4,정승현,DF,15,101,0,0,1,1,0,0,0,1,0,1,0,0,3,1,33,69,66,96,0,40,37,93,9,9,100.0,20,20,100.0,1,1,100.0,16,14,87.5,52,51,98.1,15,12,80.0,28,28,100.0,26,26,100.0,0,0,0.0,0,3,2,66.7,9,6,66.7,3,1,33.3,10,5,2,2,4,0,0,1,0,0,2023,수원FC(A),4,right,CB2,정발
2023,울산,31R,수원FC(A),5,이명재,DF,13,101,0,1,1,1,0,0,0,1,0,4,1,10,0,0,0,61,55,90,1,24,19,79,19,19,100.0,18,17,94.4,13,12,92.3,17,14,82.4,31,29,93.6,9,8,88.9,22,20,90.9,30,27,90.0,6,1,16.7,0,1,1,100.0,4,1,25.0,2,1,50.0,2,3,3,6,0,2,0,0,0,0,2023,수원FC(A),5,left,LB,정발
