시즌(년도)_x,소속,라운드,상대팀_x,No._x,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효슈팅,블락된슈팅,벗어난슈팅,PA내슈팅,PA외슈팅,오프사이드,프리킥,코너킥,스로인,드리블시도,드리블성공,드리블성공%,패스시도,패스성공,패스성공%,키패스,전방패스시도,전방패스성공,전방패스성공%,후방패스시도,후방패스성공,후방패스성공%,횡패스시도,횡패스성공,횡패스성공%,공격진영패스시도,공격진영패스성공,공격진영패스성공%,수비진영패스시도,수비진영패스성공,수비진영패스성공%,중앙진영패스시도,중앙진영패스성공,중앙진영패스성공%,롱패스시도,롱패스성공,롱패스성공%,중거리패스시도,중거리패스성공,중거리패스성공%,단거리패스시도,단거리패스성공,단거리패스성공%,크로스시도,크로스성공,크로스성공%,지상경합시도,지상경합성공,지상경합성공%,공중경합시도,공중경합성공,공중경합성공%,태클시도,태클성공,태클성공%,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,탈압박,시즌(년도)_y,상대팀_y,No._y,주발,포지션 상세,정발여부
2021,전북,26R,성남(A),5,홍정호,DF,26,94,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,80,76,95,1,27,25,93,6,5,83.3,47,46,97.9,3,2,66.7,27,26,96.3,50,48,96.0,10,9,90.0,46,45,97.8,24,22,91.7,0,0,0.0,3,3,100.0,5,4,80.0,1,1,100.0,0,1,4,15,1,0,0,0,0,0,0,2021.0,성남(A),5.0,right,CB1,정발x
2021,전북,27R,포항(H),2,이유현,DF,16,96,0,0,1,0,1,0,0,1,0,1,0,17,1,0,0,66,52,79,0,39,27,69,11,11,100.0,16,14,87.5,15,13,86.7,21,14,66.7,30,25,83.3,6,2,33.3,24,15,62.5,36,35,97.2,2,0,0.0,7,5,71.4,5,3,60.0,0,0,0.0,3,4,8,9,0,0,1,0,0,0,1,2021.0,포항(H),2.0,right,RB,정발
2021,전북,27R,포항(H),3,홍정호,DF,26,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50,43,86,0,24,18,75,3,3,100.0,23,22,95.6,1,0,0.0,23,20,87.0,26,23,88.5,13,8,61.5,21,20,95.2,16,15,93.8,0,0,0.0,7,4,57.1,4,3,75.0,0,0,0.0,4,2,3,5,1,0,0,3,0,0,0,2021.0,포항(H),3.0,right,CB2,정발
2021,전북,27R,포항(H),4,최철순,DF,25,96,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,32,26,81,0,15,10,67,7,7,100.0,10,9,90.0,3,2,66.7,7,5,71.4,22,19,86.4,5,3,60.0,10,8,80.0,17,15,88.2,1,1,100.0,7,5,71.4,3,2,66.7,0,0,0.0,2,1,7,2,0,0,2,1,0,0,0,2021.0,포항(H),4.0,right,LB,정발x
2021,전북,27R,포항(H),5,김민혁,DF,92,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,92,0,16,13,81,1,1,100.0,34,33,97.1,1,0,0.0,20,19,95.0,30,28,93.3,4,2,50.0,36,34,94.4,11,11,100.0,1,0,0.0,1,1,100.0,5,1,20.0,1,1,100.0,4,0,1,6,1,0,0,0,0,0,1,2021.0,포항(H),5.0,right,CB1,정발x
2021,전북,28R,수원FC(H),2,김진수,DF,23,97,0,0,1,0,0,1,0,1,0,1,0,6,3,1,33,75,58,77,3,37,24,65,18,18,100.0,20,16,80.0,29,20,69.0,3,2,66.7,43,36,83.7,20,12,60.0,19,13,68.4,36,33,91.7,10,3,30.0,5,3,60.0,3,1,33.3,0,0,0.0,0,0,6,11,0,0,0,2,0,0,1,2021.0,수원FC(H),2.0,left,LB,정발
2021,전북,28R,수원FC(H),3,김민혁,DF,92,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,61,90,0,38,32,84,3,3,100.0,27,26,96.3,1,0,0.0,12,10,83.3,55,51,92.7,9,9,100.0,36,32,88.9,23,20,87.0,1,0,0.0,2,1,50.0,4,3,75.0,1,0,0.0,1,3,2,15,1,1,0,0,0,0,0,2021.0,수원FC(H),3.0,right,CB1,정발x
2021,전북,28R,수원FC(H),4,홍정호,DF,26,97,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,70,63,90,0,34,29,85,3,3,100.0,33,31,93.9,5,3,60.0,19,16,84.2,46,44,95.6,11,9,81.8,37,34,91.9,22,20,90.9,3,2,66.7,3,1,33.3,6,3,50.0,1,0,0.0,1,2,2,16,0,0,2,0,0,0,0,2021.0,수원FC(H),4.0,right,CB2,정발
2021,전북,28R,수원FC(H),5,이용,DF,2,97,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,91,77,85,2,38,29,76,20,20,100.0,33,28,84.8,21,11,52.4,11,10,90.9,59,56,94.9,9,5,55.6,33,26,78.8,49,46,93.9,13,4,30.8,2,0,0.0,4,2,50.0,0,0,0.0,1,1,2,15,0,0,0,0,1,0,0,2021.0,수원FC(H),5.0,right,RB,정발
2021,전북,29R,울산(A),2,홍정호,DF,26,93,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,45,41,91,0,24,20,83,3,3,100.0,18,18,100.0,0,0,0.0,24,22,91.7,21,19,90.5,6,3,50.0,23,23,100.0,16,15,93.8,0,0,0.0,6,6,100.0,4,2,50.0,3,2,66.7,2,1,9,5,2,1,1,1,0,0,0,2021.0,울산(A),2.0,right,CB2,정발
2021,전북,29R,울산(A),3,최철순,DF,25,93,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,43,34,79,1,23,18,78,8,8,100.0,12,8,66.7,16,12,75.0,8,7,87.5,19,15,79.0,5,2,40.0,9,7,77.8,29,25,86.2,3,0,0.0,4,1,25.0,4,2,50.0,1,1,100.0,2,4,1,8,0,1,1,1,0,0,0,2021.0,울산(A),3.0,right,RB,정발
2021,전북,29R,울산(A),4,김진수,DF,23,93,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,43,32,74,1,21,14,67,9,9,100.0,13,9,69.2,11,7,63.6,12,10,83.3,20,15,75.0,3,2,66.7,16,9,56.2,24,21,87.5,3,1,33.3,5,1,20.0,3,2,66.7,0,0,0.0,2,3,3,6,0,0,0,2,0,0,1,2021.0,울산(A),4.0,left,LB,정발
2021,전북,29R,울산(A),5,김민혁,DF,92,93,0,0,0,0,0,0,0,0,0,4,0,0,1,1,100,56,51,91,0,26,22,85,3,2,66.7,27,27,100.0,1,0,0.0,34,32,94.1,21,19,90.5,10,7,70.0,21,20,95.2,25,24,96.0,0,0,0.0,1,1,100.0,5,3,60.0,0,0,0.0,4,1,2,8,2,0,1,0,0,0,1,2021.0,울산(A),5.0,right,CB1,정발x
2021,전북,30R,수원(H),2,홍정호,DF,26,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,40,78,1,36,26,72,2,2,100.0,13,12,92.3,2,2,100.0,23,15,65.2,26,23,88.5,6,3,50.0,27,24,88.9,18,13,72.2,0,0,0.0,4,3,75.0,8,4,50.0,0,0,0.0,2,6,5,5,0,1,1,1,0,0,0,2021.0,수원(H),2.0,right,CB2,정발
2021,전북,30R,수원(H),3,최철순,DF,25,97,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,50,40,80,0,18,9,50,14,14,100.0,18,17,94.4,5,3,60.0,13,11,84.6,32,26,81.2,4,2,50.0,11,7,63.6,35,31,88.6,0,0,0.0,4,3,75.0,3,1,33.3,0,0,0.0,1,3,1,12,0,0,2,1,1,0,0,2021.0,수원(H),3.0,right,RB,정발
2021,전북,30R,수원(H),4,김진수,DF,23,97,0,0,2,0,1,1,0,2,0,3,0,14,0,0,0,66,50,76,1,31,19,61,19,18,94.7,16,13,81.2,26,17,65.4,12,10,83.3,28,23,82.1,6,2,33.3,19,16,84.2,41,32,78.0,2,1,50.0,5,1,20.0,5,4,80.0,1,1,100.0,4,1,3,12,0,0,4,2,0,0,0,2021.0,수원(H),4.0,left,LB,정발
2021,전북,30R,수원(H),5,김민혁,DF,92,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,49,94,0,30,27,90,5,5,100.0,17,17,100.0,4,4,100.0,17,14,82.4,31,31,100.0,14,12,85.7,18,18,100.0,20,19,95.0,0,0,0.0,0,0,0.0,7,2,28.6,1,1,100.0,3,1,1,5,1,1,3,1,1,0,0,2021.0,수원(H),5.0,right,CB1,정발x
2021,전북,31R,광주(A),2,김민혁,DF,92,98,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,50,38,76,0,35,24,69,3,3,100.0,12,11,91.7,2,2,100.0,13,9,69.2,35,27,77.1,9,5,55.6,22,20,90.9,19,13,68.4,1,1,100.0,1,1,100.0,5,5,100.0,0,0,0.0,3,1,5,15,0,0,0,1,0,0,0,2021.0,광주(A),2.0,right,CB1,정발x
2021,전북,31R,광주(A),3,이용,DF,2,98,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,66,57,86,1,41,35,85,11,11,100.0,14,11,78.6,14,11,78.6,15,14,93.3,37,32,86.5,12,9,75.0,27,24,88.9,27,24,88.9,3,2,66.7,7,6,85.7,7,6,85.7,1,1,100.0,3,7,7,8,0,1,1,0,0,0,0,2021.0,광주(A),3.0,right,RB,정발
2021,전북,31R,광주(A),4,구자룡,DF,15,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,86,0,22,17,77,4,4,100.0,23,21,91.3,0,0,0.0,19,15,79.0,30,27,90.0,8,5,62.5,22,19,86.4,19,18,94.7,0,0,0.0,1,1,100.0,4,3,75.0,0,0,0.0,4,4,2,15,0,0,1,0,0,0,0,2021.0,광주(A),4.0,right,CB2,정발
2021,전북,31R,광주(A),5,김진수,DF,23,98,0,0,2,0,1,1,0,2,0,2,0,18,0,0,0,64,48,75,1,37,24,65,15,15,100.0,12,9,75.0,23,18,78.3,9,5,55.6,32,25,78.1,10,3,30.0,28,23,82.1,26,22,84.6,7,1,14.3,3,1,33.3,3,2,66.7,0,0,0.0,0,3,4,9,0,1,0,2,0,0,1,2021.0,광주(A),5.0,left,LB,정발
2021,전북,32R,인천(H),2,홍정호,DF,26,96,0,0,1,1,0,0,1,0,0,4,0,0,0,0,0,39,28,72,0,25,15,60,1,1,100.0,13,12,92.3,0,0,0.0,18,13,72.2,21,15,71.4,10,4,40.0,17,13,76.5,12,11,91.7,1,0,0.0,7,6,85.7,5,5,100.0,0,0,0.0,2,4,7,15,0,0,1,0,0,0,0,2021.0,인천(H),2.0,right,CB2,정발
2021,전북,32R,인천(H),3,김진수,DF,23,96,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,52,43,83,1,25,21,84,8,8,100.0,19,14,73.7,22,16,72.7,5,5,100.0,25,22,88.0,7,5,71.4,18,15,83.3,27,23,85.2,5,2,40.0,6,3,50.0,2,0,0.0,1,0,0.0,1,0,3,4,0,1,3,1,0,0,0,2021.0,인천(H),3.0,left,LB,정발
2021,전북,32R,인천(H),4,최철순,DF,25,96,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,45,29,64,1,30,17,57,7,7,100.0,8,5,62.5,12,8,66.7,10,5,50.0,23,16,69.6,6,4,66.7,10,6,60.0,29,19,65.5,1,1,100.0,5,4,80.0,3,2,66.7,1,0,0.0,0,1,5,11,0,1,2,1,0,0,0,2021.0,인천(H),4.0,right,RB,정발
2021,전북,32R,인천(H),5,김민혁,DF,92,96,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,28,25,89,0,18,15,83,1,1,100.0,9,9,100.0,0,0,0.0,16,14,87.5,12,11,91.7,5,5,100.0,15,12,80.0,8,8,100.0,0,0,0.0,2,0,0.0,3,3,100.0,0,0,0.0,5,0,2,8,0,1,1,0,0,0,0,2021.0,인천(H),5.0,right,CB1,정발x
2021,전북,33R,강원(A),2,홍정호,DF,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,93,0,15,13,87,2,2,100.0,12,12,100.0,3,3,100.0,11,11,100.0,15,13,86.7,1,0,0.0,19,18,94.7,9,9,100.0,0,0,0.0,3,3,100.0,3,3,100.0,1,0,0.0,2,6,2,6,0,0,3,0,2,0,0,2021.0,강원(A),2.0,right,CB2,정발
2021,전북,33R,강원(A),3,이용,DF,2,96,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,50,36,72,1,29,19,66,8,8,100.0,13,9,69.2,19,11,57.9,6,5,83.3,25,20,80.0,7,2,28.6,15,14,93.3,28,20,71.4,8,2,25.0,6,4,66.7,2,2,100.0,1,1,100.0,2,3,5,6,0,0,1,0,0,0,1,2021.0,강원(A),3.0,right,RB,정발
2021,전북,33R,강원(A),4,김민혁,DF,92,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,25,76,0,19,11,58,3,3,100.0,11,11,100.0,1,1,100.0,11,7,63.6,21,17,81.0,5,2,40.0,16,15,93.8,12,8,66.7,0,0,0.0,0,0,0.0,2,0,0.0,1,0,0.0,3,1,1,13,1,0,0,0,0,0,0,2021.0,강원(A),4.0,right,CB1,정발x
2021,전북,33R,강원(A),5,김진수,DF,23,96,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,39,27,69,0,25,13,52,7,7,100.0,7,7,100.0,7,4,57.1,13,6,46.2,19,17,89.5,7,4,57.1,16,10,62.5,16,13,81.2,1,0,0.0,7,4,57.1,3,1,33.3,2,1,50.0,1,0,7,10,0,0,2,0,1,0,0,2021.0,강원(A),5.0,left,LB,정발
2021,전북,34R,수원(A),2,이용,DF,2,94,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,75,65,87,0,28,19,68,22,22,100.0,25,24,96.0,10,8,80.0,12,12,100.0,53,45,84.9,7,3,42.9,30,26,86.7,38,36,94.7,1,0,0.0,4,2,50.0,4,2,50.0,0,0,0.0,2,1,8,7,0,0,2,0,0,0,0,2021.0,수원(A),2.0,right,RB,정발
2021,전북,34R,수원(A),3,김진수,DF,23,94,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,77,60,78,0,38,23,61,23,23,100.0,16,14,87.5,4,2,50.0,22,17,77.3,51,41,80.4,6,2,33.3,30,25,83.3,41,33,80.5,1,0,0.0,6,5,83.3,6,5,83.3,1,0,0.0,3,5,7,11,0,2,2,1,1,0,0,2021.0,수원(A),3.0,left,LB,정발
2021,전북,34R,수원(A),4,홍정호,DF,26,94,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,62,54,87,0,25,17,68,3,3,100.0,34,34,100.0,1,1,100.0,26,21,80.8,35,32,91.4,13,9,69.2,33,30,90.9,16,15,93.8,0,0,0.0,5,5,100.0,7,6,85.7,0,0,0.0,0,4,6,5,2,0,1,1,0,0,1,2021.0,수원(A),4.0,right,CB2,정발
2021,전북,34R,수원(A),5,김민혁,DF,92,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,54,87,0,27,19,70,2,2,100.0,33,33,100.0,1,0,0.0,37,32,86.5,24,22,91.7,17,12,70.6,34,32,94.1,11,10,90.9,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,2,0,1,3,0,0,0,1,0,0,0,2021.0,수원(A),5.0,right,CB1,정발x
2021,전북,35R,울산(H),2,이용,DF,2,99,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,55,45,82,1,24,17,71,11,11,100.0,20,17,85.0,12,10,83.3,18,15,83.3,25,20,80.0,9,4,44.4,12,9,75.0,34,32,94.1,3,2,66.7,10,9,90.0,2,1,50.0,0,0,0.0,3,3,8,6,0,1,1,1,1,0,1,2021.0,울산(H),2.0,right,RB,정발
2021,전북,35R,울산(H),3,홍정호,DF,26,99,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,38,35,92,0,11,9,82,1,1,100.0,26,25,96.2,1,1,100.0,21,18,85.7,16,16,100.0,5,3,60.0,20,19,95.0,13,13,100.0,0,0,0.0,3,2,66.7,5,3,60.0,1,1,100.0,5,2,7,4,3,0,0,1,0,0,0,2021.0,울산(H),3.0,right,CB1,정발x
2021,전북,35R,울산(H),4,구자룡,DF,15,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,94,0,14,12,86,5,5,100.0,14,14,100.0,0,0,0.0,17,16,94.1,16,15,93.8,7,5,71.4,17,17,100.0,9,9,100.0,0,0,0.0,1,1,100.0,1,0,0.0,1,1,100.0,1,1,2,1,0,0,2,0,0,0,0,2021.0,울산(H),4.0,right,CB2,정발
2021,전북,35R,울산(H),5,김진수,DF,23,99,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,47,38,81,0,24,15,63,10,10,100.0,13,13,100.0,6,5,83.3,24,18,75.0,17,15,88.2,9,4,44.4,13,10,76.9,25,24,96.0,0,0,0.0,10,7,70.0,0,0,0.0,0,0,0.0,0,4,7,4,0,0,2,0,0,0,0,2021.0,울산(H),5.0,left,LB,정발
2021,전북,36R,수원FC(A),2,구자룡,DF,15,100,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,56,51,91,0,20,15,75,4,4,100.0,32,32,100.0,1,1,100.0,31,28,90.3,24,22,91.7,4,3,75.0,31,29,93.6,21,19,90.5,0,0,0.0,1,0,0.0,7,4,57.1,1,0,0.0,2,0,3,8,1,0,0,1,0,0,1,2021.0,수원FC(A),2.0,right,CB2,정발
2021,전북,36R,수원FC(A),3,이유현,DF,16,100,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,79,66,84,1,29,21,72,23,23,100.0,27,22,81.5,25,20,80.0,12,9,75.0,42,37,88.1,8,3,37.5,22,16,72.7,49,47,95.9,5,1,20.0,8,2,25.0,5,4,80.0,0,0,0.0,2,2,4,7,0,2,1,1,0,0,0,2021.0,수원FC(A),3.0,right,RB,정발
2021,전북,36R,수원FC(A),4,김진수,DF,23,100,0,0,1,0,1,0,0,1,0,0,0,6,0,0,0,65,52,80,0,36,25,69,14,14,100.0,15,13,86.7,10,9,90.0,21,15,71.4,34,28,82.4,7,1,14.3,22,18,81.8,36,33,91.7,1,0,0.0,4,1,25.0,1,0,0.0,0,0,0.0,0,1,1,12,0,1,1,2,0,0,0,2021.0,수원FC(A),4.0,left,LB,정발
2021,전북,36R,수원FC(A),5,홍정호,DF,26,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,65,92,0,26,21,81,2,2,100.0,43,42,97.7,2,1,50.0,35,32,91.4,34,32,94.1,14,11,78.6,30,27,90.0,27,27,100.0,1,0,0.0,2,2,100.0,9,3,33.3,1,0,0.0,3,1,3,10,0,0,0,0,0,0,0,2021.0,수원FC(A),5.0,right,CB1,정발x
2021,전북,37R,대구(A),2,구자룡,DF,15,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,51,91,0,24,19,79,5,5,100.0,27,27,100.0,0,0,0.0,26,24,92.3,30,27,90.0,4,0,0.0,32,31,96.9,20,20,100.0,0,0,0.0,3,2,66.7,3,1,33.3,0,0,0.0,0,1,3,5,0,0,1,0,0,0,0,2021.0,대구(A),2.0,right,CB2,정발
2021,전북,37R,대구(A),3,홍정호,DF,26,96,1,0,3,1,0,2,3,0,0,1,0,0,0,0,0,70,59,84,0,28,18,64,1,1,100.0,41,40,97.6,1,0,0.0,28,24,85.7,41,35,85.4,7,3,42.9,31,25,80.6,32,31,96.9,0,0,0.0,4,3,75.0,6,5,83.3,2,1,50.0,4,3,5,11,0,0,2,1,0,0,1,2021.0,대구(A),3.0,right,CB1,정발x
2021,전북,37R,대구(A),4,이용,DF,2,96,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,79,67,85,1,38,29,76,20,20,100.0,21,18,85.7,12,8,66.7,18,15,83.3,49,44,89.8,14,8,57.1,25,21,84.0,40,38,95.0,4,1,25.0,12,6,50.0,2,0,0.0,1,1,100.0,4,2,4,8,0,1,3,0,0,0,0,2021.0,대구(A),4.0,right,RB,정발
2021,전북,37R,대구(A),5,김진수,DF,23,96,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,61,54,89,0,25,21,84,8,8,100.0,28,25,89.3,7,4,57.1,5,4,80.0,49,46,93.9,5,3,60.0,20,16,80.0,36,35,97.2,2,0,0.0,3,2,66.7,2,0,0.0,0,0,0.0,0,0,3,5,0,0,3,0,1,0,0,2021.0,대구(A),5.0,left,LB,정발
2021,전북,38R,제주(H),2,구자룡,DF,15,94,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,33,30,91,0,15,12,80,2,2,100.0,16,16,100.0,0,0,0.0,20,18,90.0,13,12,92.3,4,3,75.0,15,13,86.7,14,14,100.0,0,0,0.0,4,2,50.0,3,2,66.7,0,0,0.0,3,1,6,6,0,0,0,0,1,0,0,2021.0,제주(H),2.0,right,CB2,정발
2021,전북,38R,제주(H),3,최철순,DF,25,90,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,41,32,78,0,26,18,69,7,7,100.0,8,7,87.5,5,2,40.0,13,10,76.9,23,20,87.0,1,0,0.0,19,14,73.7,21,18,85.7,0,0,0.0,4,2,50.0,5,3,60.0,0,0,0.0,1,0,5,10,0,1,0,0,0,0,0,2021.0,제주(H),3.0,right,LB,정발x
2021,전북,38R,제주(H),4,이용,DF,2,94,0,0,0,0,0,0,0,0,0,2,0,13,1,1,100,55,47,85,0,32,24,75,13,13,100.0,10,10,100.0,11,9,81.8,13,12,92.3,31,26,83.9,9,5,55.6,22,18,81.8,24,24,100.0,1,1,100.0,3,3,100.0,3,1,33.3,0,0,0.0,3,0,3,3,0,1,1,1,0,0,0,2021.0,제주(H),4.0,right,RB,정발
2021,전북,38R,제주(H),5,홍정호,DF,26,94,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,34,26,76,0,17,9,53,0,0,0.0,17,17,100.0,0,0,0.0,19,12,63.2,15,14,93.3,6,4,66.7,18,15,83.3,10,7,70.0,0,0,0.0,3,3,100.0,6,4,66.7,0,0,0.0,5,2,3,7,1,0,0,0,0,0,0,2021.0,제주(H),5.0,right,CB1,정발x
2021,성남,24R,울산(H),2,이태희,DF,32,93,0,0,2,1,0,1,1,1,0,0,0,5,0,0,0,35,21,60,1,17,7,41,8,7,87.5,10,7,70.0,11,5,45.4,10,5,50.0,14,11,78.6,6,4,66.7,15,6,40.0,14,11,78.6,4,1,25.0,7,2,28.6,3,1,33.3,2,1,50.0,0,1,2,6,0,1,0,0,0,0,1,2021.0,울산(H),2.0,right,RB,정발
2021,성남,24R,울산(H),3,권경원,DF,3,96,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,35,22,63,0,20,8,40,0,0,0.0,15,14,93.3,0,0,0.0,24,14,58.3,11,8,72.7,11,2,18.2,18,14,77.8,6,6,100.0,0,0,0.0,4,4,100.0,4,2,50.0,1,1,100.0,3,5,7,10,2,0,0,0,0,0,0,2021.0,울산(H),3.0,left,CB1,정발
2021,성남,24R,울산(H),4,마상훈,DF,5,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,24,75,0,21,14,67,3,3,100.0,8,7,87.5,1,0,0.0,10,7,70.0,21,17,81.0,7,6,85.7,14,10,71.4,11,8,72.7,0,0,0.0,6,4,66.7,5,1,20.0,0,0,0.0,5,3,5,10,0,0,1,1,0,0,1,2021.0,울산(H),4.0,right,CB2,정발
2021,성남,24R,울산(H),5,최지묵,DF,34,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,18,82,0,14,10,71,2,2,100.0,6,6,100.0,3,2,66.7,9,6,66.7,10,10,100.0,4,2,50.0,10,9,90.0,8,7,87.5,1,0,0.0,6,2,33.3,5,2,40.0,0,0,0.0,0,2,2,4,1,1,3,0,0,0,0,2021.0,울산(H),5.0,left,LB,정발
2021,성남,34R,포항(H),2,이시영,DF,2,98,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,32,16,50,0,22,10,46,3,3,100.0,7,3,42.9,8,5,62.5,11,4,36.4,13,7,53.8,6,0,0.0,12,8,66.7,14,8,57.1,2,1,50.0,6,5,83.3,5,2,40.0,1,1,100.0,1,1,9,7,0,1,0,2,0,0,0,2021.0,포항(H),2.0,,RB,정발x
2021,성남,34R,포항(H),3,마상훈,DF,5,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,23,79,0,13,8,62,4,4,100.0,12,11,91.7,1,1,100.0,16,12,75.0,12,10,83.3,3,1,33.3,17,14,82.4,9,8,88.9,0,0,0.0,7,6,85.7,5,3,60.0,4,2,50.0,3,4,7,8,0,0,1,3,1,0,0,2021.0,포항(H),3.0,right,CB2,정발
2021,성남,34R,포항(H),4,최지묵,DF,34,98,1,0,1,1,0,0,1,0,0,1,0,3,1,1,100,37,25,68,0,25,13,52,7,7,100.0,5,5,100.0,5,1,20.0,13,10,76.9,19,14,73.7,6,0,0.0,12,9,75.0,19,16,84.2,1,0,0.0,3,3,100.0,4,3,75.0,1,1,100.0,4,2,8,12,0,0,1,4,0,0,0,2021.0,포항(H),4.0,left,LB,정발
2021,성남,34R,포항(H),5,권경원,DF,3,98,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,48,37,77,0,26,15,58,1,1,100.0,21,21,100.0,0,0,0.0,29,24,82.8,19,13,68.4,7,4,57.1,25,19,76.0,16,14,87.5,0,0,0.0,3,2,66.7,5,4,80.0,0,0,0.0,11,1,2,15,1,0,0,0,0,0,0,2021.0,포항(H),5.0,left,CB1,정발
2021,성남,35R,인천(H),2,이시영,DF,2,95,0,0,2,0,0,2,0,2,0,0,0,12,0,0,0,66,43,65,2,33,16,49,20,20,100.0,13,7,53.8,17,7,41.2,7,4,57.1,42,32,76.2,9,6,66.7,28,17,60.7,29,20,69.0,5,1,20.0,0,0,0.0,7,0,0.0,0,0,0.0,3,0,3,9,0,0,2,1,1,0,1,2021.0,인천(H),2.0,,RB,정발x
2021,성남,35R,인천(H),3,이창용,DF,4,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,39,75,0,24,11,46,1,1,100.0,27,27,100.0,2,2,100.0,23,17,73.9,27,20,74.1,11,5,45.4,28,26,92.9,13,8,61.5,0,0,0.0,1,1,100.0,10,4,40.0,2,2,100.0,4,4,4,9,0,2,1,2,0,0,0,2021.0,인천(H),3.0,right,CB2,정발x
2021,성남,35R,인천(H),4,권경원,DF,3,95,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,67,45,67,0,40,20,50,1,1,100.0,26,24,92.3,3,1,33.3,37,28,75.7,27,16,59.3,25,13,52.0,24,18,75.0,18,14,77.8,0,0,0.0,3,2,66.7,9,7,77.8,0,0,0.0,5,3,6,14,0,0,0,2,0,0,0,2021.0,인천(H),4.0,left,CB1,정발
2021,성남,35R,인천(H),5,최지묵,DF,34,95,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,48,44,92,1,21,17,81,16,16,100.0,11,11,100.0,7,7,100.0,15,12,80.0,26,25,96.2,6,5,83.3,24,21,87.5,18,18,100.0,1,1,100.0,8,5,62.5,0,0,0.0,2,0,0.0,0,2,8,4,0,0,1,3,0,0,0,2021.0,인천(H),5.0,left,LB,정발
2021,성남,36R,서울(A),2,이창용,DF,4,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,12,71,0,7,2,29,5,5,100.0,5,5,100.0,2,2,100.0,7,5,71.4,8,5,62.5,2,0,0.0,6,4,66.7,9,8,88.9,0,0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,1,3,0,0,1,0,0,0,0,2021.0,서울(A),2.0,right,CB2,정발x
2021,성남,36R,서울(A),3,권경원,DF,3,95,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,90,82,91,1,38,30,79,4,4,100.0,48,48,100.0,2,1,50.0,50,46,92.0,38,35,92.1,13,7,53.8,39,38,97.4,38,37,97.4,0,0,0.0,1,0,0.0,5,3,60.0,0,0,0.0,3,2,1,15,0,0,1,0,0,0,0,2021.0,서울(A),3.0,left,CB1,정발
